"MUCH MARCLE (HALL COURT)",,,,,,,,,,,,
Grid ref,SO644353,Long,-2.520139,Lat,52.014976,,,,,,,
Station no,2255,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.80,0.51,1.65,2.97,2.90,1.46,2.05,4.42,5.26,,
February,3.42,0.37,1.03,2.26,1.31,0.38,2.22,4.94,0.30,2.33,,
March,3.66,1.91,0.86,2.31,2.05,0.90,2.35,1.23,2.56,2.04,,
April,2.59,1.96,2.68,0.30,1.11,1.99,0.04,0.35,2.64,1.57,,
May,3.32,3.41,2.28,1.96,4.19,0.45,1.44,2.40,0.94,1.62,,
June,1.06,1.72,1.37,4.17,4.70,1.79,0.89,3.91,0.97,2.17,,
July,1.13,0.87,2.38,1.58,0.71,3.23,2.77,2.50,1.97,2.81,,
August,3.68,4.21,4.29,4.13,0.92,3.38,3.49,2.57,0.61,3.41,,
September,3.72,1.41,2.14,1.22,1.07,3.12,3.69,7.23,0.10,4.35,,
October,0.86,3.72,1.85,2.96,1.05,1.18,1.15,2.71,2.19,6.27,,
November,6.55,2.95,1.64,5.70,2.33,0.82,2.64,3.18,4.41,4.74,,
December,2.52,2.02,1.36,1.81,2.60,3.20,2.55,3.11,5.84,2.73,,
Total,35.04,26.35,22.39,30.05,25.01,23.34,24.69,36.18,26.95,39.30,,
Calc annual,35.04,26.35,22.39,30.05,25.01,23.34,24.69,36.18,26.95,39.30,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
