"ABINGTON PIGOTTS HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1189,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.01,1.95,2.34,0.96,2.25,1.06,1.50,1.87,2.73,1.43,2.05,
February,0.27,0.46,1.13,1.68,0.73,2.20,2.48,3.22,1.32,0.59,0.42,
March,1.07,0.91,1.10,1.91,0.89,1.39,0.14,2.16,0.91,0.01,1.50,
April,3.21,1.03,2.88,1.12,2.22,1.39,2.80,1.52,1.10,1.48,1.86,
May,0.99,0.84,0.90,1.60,4.05,2.01,3.18,0.80,2.06,2.41,2.94,
June,1.31,0.39,0.86,0.55,1.82,0.11,1.68,2.17,1.78,1.41,0.72,
July,2.69,0.06,3.90,2.35,3.08,2.69,2.60,2.15,2.80,1.97,2.66,
August,0.70,0.75,2.01,3.02,1.93,2.83,0.88,2.49,2.54,0.64,2.73,
September,1.70,1.28,2.18,2.37,2.24,2.44,1.92,4.06,0.51,0.18,2.92,
October,0.70,0.99,0.49,3.48,3.66,3.04,1.93,1.57,3.33,3.58,0.85,
November,0.84,1.69,0.82,0.92,2.14,1.13,2.49,2.41,1.78,5.29,3.81,
December,1.64,1.12,1.41,1.76,2.21,1.86,0.28,2.65,2.80,3.92,2.49,
Total,17.13,11.47,20.02,21.72,27.22,22.15,21.88,27.07,23.66,22.91,24.95,
Calc annual,17.13,11.47,20.02,21.72,27.22,22.15,21.88,27.07,23.66,22.91,24.95,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,
