STAFFORD (NEWPORT ROAD),,,,,,,,,,,,
Grid ref,SJ915227,Long,-2.127518,Lat,52.801788,,,,,,,
Station no,2350/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,2.66,0.77,1.31,2.52,3.58,,,,,,
February,2.49,0.74,1.70,2.42,1.93,0.63,,,,,,
March,4.18,1.86,1.33,2.22,2.86,1.14,,,,,,
April,2.14,2.72,2.55,0.48,1.62,1.30,,,,,,
May,2.96,3.14,2.64,1.84,4.00,0.76,,,,,,
June,1.56,2.44,3.19,3.34,2.80,2.44,,,,,,
July,1.37,2.41,2.82,3.92,0.79,1.84,,,,,,
August,3.81,2.81,2.40,4.97,1.06,3.89,,,,,,
September,2.46,1.93,1.65,2.17,2.67,2.59,,,,,,
October,0.88,3.98,1.40,4.66,1.44,,,,,,,
November,5.93,1.59,1.66,4.95,2.07,,,,,,,
December,2.54,3.36,1.16,3.69,2.19,,,,,,,
Total,32.66,29.64,23.27,35.97,25.95,,,,,,,
Calc annual,32.66,29.64,23.27,35.97,25.95,18.17,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
