FALKIRK (WESTBANK) GARDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS883801,Long,-3.79266,Lat,56.000795,Elevation,75,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.1,5.66,1.39,1.93,0.93,2.41,6.74,5.34,2.66,2.82,8.37,3.32,1.65,4.82,2.5,4.63,5.19,5.6,2.52,2.36,3.98,3.48,2.02,5.02,1.83,4.55,3.41,5.24,6.55,4.19,3.71,3.58,4.59,4.99,4.29,8.28,1.81,4.99,2.68,5.09,3.79,5.17,1.45,4.91,3.54,6.87,4.44,2.69,1.72,5.3,4.23,4.32,3.3,4.37,3.7,6.92,4.04,3.08,5.17,3.65,1.51,,,,,,,
February,,,,3.33,11.32,0.43,1.52,2.8,2.73,2.24,3.1,0.96,1.32,7.65,2.48,2.17,2.57,3.2,2.14,1.76,3.85,6.23,2.79,2.6,3.37,4.15,4.22,0.8,5.05,1.4,5.67,0.53,2.77,4.36,0.77,3.35,4.1,2.21,5.46,1.49,0.79,2.87,0.04,2.85,0.28,3.62,2.32,4.55,1.37,5.53,1.08,3.85,1.53,3.25,1.31,5.08,3.08,2,4.49,3.89,4.07,2.79,0.97,1.42,,,,,,,
March,,,,2.05,4.13,3.12,3.96,4.9,1.57,3.85,0.99,2.47,2.38,9.03,1.99,3.91,4.36,3.58,4.2,3.02,2.21,2.41,4.2,4.1,4.27,1.84,2.93,2.12,1.28,2.77,3.13,5.37,2.07,1.54,1.15,2.29,3.01,2.64,3.04,0.46,2.8,1.45,2.21,1.9,3.17,1.3,2.48,2.28,2.63,2.51,3.82,3.2,1.71,2.23,0.6,2.69,2.74,3.4,3.24,1.21,2.63,2.77,2.46,0.92,,,,,,,
April,,,,1.09,1.63,1.67,1.48,1.76,2.16,3.86,2.35,2.8,0.93,0.94,4.66,1.98,1.35,1.66,1.14,3.7,4.08,2.24,0.83,2.73,1.85,2.05,2.23,1.55,0.69,1.75,1.56,1.18,2.04,3.2,1.88,4.17,1.89,1.75,1.07,1.56,0.81,2.17,3.24,1.4,3.57,2.62,1.25,1.68,0.43,1.68,3.22,1.52,2.31,1.92,2.42,1.54,0.89,5.3,3.08,3.1,2.73,2.48,1.21,1.99,,,,,,,
May,,,,2.4,2.83,0.76,0.55,2.7,2.63,4.81,1.97,1.76,1.53,1.92,3.01,1.83,4.54,4.07,2.87,2.93,1.59,1.33,1.54,2.15,2.19,1.5,5.21,2.27,2.22,0.66,3.56,2.05,2.81,1.43,5.72,5.77,2.83,2.05,1.82,2.4,1.62,4.15,3.09,2.18,1.68,0.48,0.73,2.05,4.34,1.1,2.6,4.36,2.43,3.75,3.29,4.73,1.75,3.5,1.63,2.21,1.66,2.06,1.62,1.85,,,,,,,
June,,,,1.24,3.13,1.28,4.14,4.54,1.6,1.19,3.77,2.55,2.31,1.89,1.78,0.63,1.64,4.28,1.85,1.65,0.96,1.31,4.45,2.28,0.62,1.99,2.69,2.41,0.49,1.91,1.03,0.29,1.41,1.52,2,0.52,2.18,3.74,5.48,2.34,2.74,5.9,1.06,0.99,2.3,3.65,1.61,2.18,4.1,1.38,0.74,0.66,1.51,3.13,2.79,3.44,2.6,3.8,5.21,0.78,2.09,2.05,2.75,1.61,,,,,,,
July,,,,2.25,2.74,5.49,4.36,1.87,1.19,3.56,2.63,1.76,3.66,4.59,2.79,2.81,1.96,2.2,3.36,2.49,4.22,2.24,2.19,1.23,3.25,3.53,3.97,2.88,3.47,1.16,3.4,3.02,3.61,3.46,3.46,1.47,4.2,3.98,2.31,3.16,3.87,4.45,2.34,4.15,2.59,1.09,4.46,3.92,3.23,4.22,4.84,3.85,2.06,2.65,2.94,3.92,3.44,4.1,4.52,2.5,5.21,5.02,3.18,5.08,,,,,,,
August,,,,2.59,4.54,6.71,2.33,4.2,4.15,0.93,3.74,4.2,1.97,5.04,4.61,3.15,5.88,4.21,3.26,2.99,6.48,2.42,3.54,1.03,2.89,4.03,3.23,5.85,2.78,2.32,5.81,5.9,1.73,5.38,2.75,2.58,2.57,7,4.39,5.1,5.15,3.54,0.91,1.77,3.77,1.6,2.29,4.31,2.28,0.77,1.19,3.89,2.98,5.14,3.92,2.67,3.3,0,7.76,3.52,3.78,4.89,4.21,2.53,,,,,,,
September,,,,1.36,0.22,1.63,3.86,2.51,5.23,2.84,3.79,2.04,1.89,3.08,2.13,1.76,1.33,1.19,5.06,1.69,0.71,1.35,2.36,2.64,1.11,1.92,0.89,2,5.23,2.22,1.99,2.94,1.97,4.02,4.21,3.3,3.76,7.04,3.24,0.86,4.03,1.25,3.97,1.06,3.54,5.08,3.56,2.36,3.62,2.06,2.83,0.89,4.7,2.72,4.29,4.68,5.7,3.55,4.86,1.35,7.24,2.34,2.23,3.72,,,,,,,
October,,,,3.78,3.92,3.08,3.41,1.72,5.85,4.02,5.11,3.59,1.9,7.58,1.81,2.47,5.66,6.46,1.63,4.9,2.98,3.78,3.51,1.97,1.48,3.28,6.42,4.99,4.7,0.81,1.14,4.51,1.67,4.31,2.77,2.97,5.56,4.43,5.34,4.46,4.89,3.06,5.14,2.65,4.55,7.82,3.79,4.24,7.43,2.38,4.29,4.11,3.81,6.53,3.86,4.8,0.8,1.65,3.38,5.24,3.18,0.79,2.47,1.88,,,,,,,
November,,,,2.09,4.51,4.06,0.98,3.4,5.14,4.88,5.86,3.04,1.76,2.17,1.65,4.85,3.97,1.79,3.58,2.17,3.3,5.74,3.38,5.24,5.36,1.82,4.03,6.24,2.89,5.22,3.41,2.12,1.96,3.12,2.74,0.74,5.99,3.02,4.81,5.69,4.32,6.16,3.15,2.04,0.98,4.33,3.3,0.53,7.43,7.46,4.31,2.27,0.61,1.64,8.06,0.47,6,4.51,2.95,3.04,3.62,5.03,2.23,5.8,,,,,,,
December,,,,4.3,2.95,5.88,5.39,5.1,5.89,3.68,6.65,3.72,3.99,2.28,4.55,3.65,2.34,5.91,2.57,5.52,2.61,4.19,7.94,3.34,6.93,5.21,4.12,2.61,3.49,5,3.63,5.76,3.86,3.05,6.01,3.32,1.04,1.29,4.2,7.32,2.76,3.27,7.41,0.82,3.69,2.08,4.3,2.36,3.01,1.71,3.4,2.33,3.16,1.62,4.36,3.27,3.8,2.12,3.8,6.71,1.8,5.4,2.81,4.4,,,,,,,
Total,,,,29.58,47.58,35.5,33.91,36.43,40.55,42.6,45.3,31.55,26.46,54.54,34.78,30.86,40.42,41.05,36.29,38.01,38.59,35.76,39.09,33.29,36.8,33.34,44.96,35.55,36.84,28.63,39.57,40.22,30.09,39.1,37.04,35.07,42.12,43.44,49.44,36.65,38.77,40.95,37.65,25.6,35.29,35.12,35,34,46.74,35.24,35.01,32.65,32.11,38.81,42.16,40.59,38.47,37.63,51.84,37.59,41.09,40.79,29.79,32.71,,,,,,,
