"HIGHCLERE, ADBURY PARK GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,767,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.40,2.70,4.33,2.61,5.88,1.35,4.52,
February,,,,,0.41,4.99,2.17,4.71,1.86,0.57,0.66,
March,,,,,1.17,0.51,0.72,3.87,2.60,0.13,1.02,
April,,,,,3.62,2.54,3.24,2.34,2.01,0.92,2.59,
May,,,,,5.50,4.41,2.48,1.31,1.38,1.93,1.94,
June,,,,,2.98,0.02,2.42,2.89,2.97,1.40,1.87,
July,,,,,5.64,3.14,2.08,3.92,1.70,1.34,2.33,
August,,,,,2.19,2.41,1.09,3.70,2.18,0.77,2.74,
September,,,,,5.04,3.09,1.02,6.46,1.87,0.55,2.99,
October,,,,,4.42,4.38,2.82,2.92,5.97,3.52,1.65,
November,,,,,3.06,2.28,7.05,3.22,3.40,8.51,4.94,
December,,,,,5.67,3.36,0.43,3.58,3.07,7.96,3.55,
Total,,,,,43.10,33.83,29.85,41.53,34.89,28.95,30.80,
Calc annual,0.00,0.00,0.00,0.00,43.10,33.83,29.85,41.53,34.89,28.95,30.80,
Difference,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
