RINGSHALL RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6817,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.71,2.04,3.77,1.23,2.42,,,,,,,
February,0.44,0.27,1.63,2.80,1.16,,,,,,,
March,0.83,0.88,1.66,1.29,0.68,,,,,,,
April,2.05,1.17,2.38,0.92,3.35,,,,,,,
May,1.03,0.94,1.32,1.15,5.76,,,,,,,
June,1.20,0.29,1.29,0.52,2.36,,,,,,,
July,3.42,0.21,4.02,1.56,4.32,,,,,,,
August,1.63,2.09,1.17,2.82,2.66,,,,,,,
September,2.93,2.16,4.02,1.99,3.66,,,,,,,
October,0.75,1.17,0.88,4.14,,,,,,,,
November,0.68,1.17,1.05,2.89,,,,,,,,
December,2.88,1.43,1.66,1.84,,,,,,,,
Total,19.55,13.82,24.85,23.15,,,,,,,,
Calc annual,19.55,13.82,24.85,23.15,26.37,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
