"HARROGATE W.W. (SCARGILL RES.)",,,,,,,,,,,,
Grid ref,SE232537,Long,-1.647747,Lat,53.978844,,,,,,,
Station no,3352,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.91,3.68,0.77,2.55,2.45,4.82,2.33,2.62,4.27,5.79,,
February,3.18,0.60,3.07,3.37,2.26,2.48,2.84,6.43,0.32,2.51,,
March,4.01,2.19,0.93,1.83,2.25,1.61,2.63,2.40,1.67,2.48,,
April,1.31,1.65,2.74,0.35,1.04,3.05,0.38,1.07,4.39,1.98,,
May,5.86,1.73,1.78,4.42,2.98,1.12,1.39,4.66,1.17,1.17,,
June,1.10,1.86,1.69,2.01,2.60,2.91,2.17,4.16,1.65,1.20,,
July,2.26,1.35,3.02,1.67,1.42,5.09,2.95,4.26,2.39,5.29,,
August,5.39,3.55,4.92,6.51,2.37,7.57,6.00,2.40,0.97,2.61,,
September,2.73,4.63,3.42,2.62,1.88,4.77,4.51,3.86,0.18,3.69,,
October,0.98,3.91,2.46,4.62,2.64,1.63,3.65,2.49,2.76,6.63,,
November,8.15,2.00,3.14,5.70,2.86,1.00,2.55,1.05,4.99,5.85,,
December,4.00,2.24,1.49,3.77,6.34,3.66,3.52,5.76,6.49,3.93,,
Total,41.88,29.39,29.43,39.42,31.09,39.71,34.92,41.16,31.25,43.13,,
Calc annual,41.88,29.39,29.43,39.42,31.09,39.71,34.92,41.16,31.25,43.13,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
