MEADOWFIELD CORSTORPHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT172731,Long,-3.3272653,Lat,55.943783,Elevation,155,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,,,,,,,,3.7,1.42,1.81,2.37,2.53,3.29,2.87,1.49,1.21,3.24,2.23,1.6,2.83,1.08,5.09,2.08,0.88,0.66,1.28,,,,,,,,
February,,,,,,,,,,,,,,1.04,1.63,0.67,2.74,2.09,2.4,2.38,1.95,2.24,3.2,1.21,0.5,1.17,2.95,1.49,0.87,1.27,1.32,2.66,,,,,,,,
March,,,,,,,,,,,,,,0.45,2.62,0.94,1.56,0.76,1.55,0.85,0.92,1.03,2.13,1.39,1.04,0.69,2.65,1.33,0.45,2.02,1.4,1.34,,,,,,,,
April,,,,,,,,,,,,,,2.9,1.1,0.23,1.08,2.32,3.21,0.8,0.21,4.03,1.88,0.21,1.08,0.52,2.84,2.98,1.38,2.16,2.95,1.05,,,,,,,,
May,,,,,,,,,,,,,,1.49,1.65,3.04,1.16,2.82,1.4,1.82,1.06,0.6,3.25,2.33,1.01,0.91,0.62,2.07,2.75,1.24,0.75,1.62,,,,,,,,
June,,,,,,,,,,,,,,3.47,0.64,0.39,1.13,2.09,0.69,1.32,2.14,1.41,2.35,0.68,1.39,1.44,2.65,1.25,1.59,4.48,1.33,1.87,,,,,,,,
July,,,,,,,,,,,,,,0.21,2.52,3.28,4.09,4.86,0.12,0.77,1.35,2.6,3.65,3,2.17,3.13,1.64,4.3,0.44,5.77,2.78,3.31,,,,,,,,
August,,,,,,,,,,,,,,3.33,0.72,3.59,2.61,1.61,3.76,0.41,0.88,3.16,2.84,3.6,4.39,1.18,2.98,6.88,4.7,2.49,0.48,5.38,,,,,,,,
September,,,,,,,,,,,,,,3.11,3.23,0.6,2.3,1.57,2.79,3.95,1.22,2.5,4.95,3.11,1.95,2.68,3.5,1.19,2.54,1.35,2.55,2.68,,,,,,,,
October,,,,,,,,,,,,,,1.3,6.42,4.01,1.07,1.28,1.45,1.4,1.71,2.3,3.69,4.46,2.59,2.77,2.71,1.98,1.9,0.86,2.65,,,,,,,,,
November,,,,,,,,,,,,,,0.88,1.67,1.89,2.45,-999,1.37,1.15,0.57,2.77,3.04,2.21,3.77,4.79,3.13,1.72,2.38,1.87,3.43,,,,,,,,,
December,,,,,,,,,,,,,,2.03,1.55,1.4,2.32,-999,4.32,1.3,1.6,1.76,1.89,1.41,2.22,1.68,6.26,1.54,2.06,1.36,2.37,,,,,,,,,
Total,,,,,23.42,17.24,28.34,21.88,21.29,24.82,24.28,27.17,30.62,23.91,25.17,21.85,24.88,22.98,26.35,19.02,15.1,25.61,36.11,25.84,23.71,23.79,33.01,31.82,23.14,25.75,22.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867 Nov/Dec bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
