"ST PANCRAS, CAMDEN SQUARE, LONDON ",,,,,,,,,,,,
Grid ref,TQ291838,Long,-0.139923,Lat,51.538346,,,,,,,
Station no,45,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,1.65,0.90,1.03,2.50,3.65,1.51,,,,,
February,5.05,0.89,1.49,2.26,1.63,0.30,3.15,,,,,
March,3.26,2.99,0.43,2.19,1.15,1.00,1.08,,,,,
April,2.62,1.24,2.51,0.28,0.43,1.18,0.27,,,,,
May,2.10,1.05,1.43,1.66,4.58,0.42,1.26,,,,,
June,1.16,1.60,1.63,3.45,2.32,2.39,0.64,,,,,
July,1.49,0.70,4.16,3.07,0.23,5.95,3.35,,,,,
August,3.70,2.55,2.14,3.51,0.96,5.12,1.74,,,,,
September,2.58,2.76,1.81,1.78,2.38,2.17,2.55,,,,,
October,0.91,2.67,2.82,2.21,2.79,2.26,2.02,,,,,
November,4.95,3.92,0.83,3.25,0.58,0.39,2.42,,,,,
December,1.81,2.45,0.63,1.61,2.04,2.75,1.72,,,,,
Total,32.51,24.47,20.78,26.30,21.59,27.58,21.71,,,,,
Calc annual,32.51,24.47,20.78,26.30,21.59,27.58,21.71,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
