MANCHESTER STRETFORD,,,,,,,,,,,,
Grid ref,SJ801952,Long,-2.301132,Lat,53.453177,,,,,,,
Station no,RR8173,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.24,2.08,2.41,,,,,,,,,
February,2.98,1.44,1.19,,,,,,,,,
March,0.70,2.12,1.60,,,,,,,,,
April,2.09,2.11,2.33,,,,,,,,,
May,1.78,0.88,3.26,,,,,,,,,
June,3.17,2.17,1.43,,,,,,,,,
July,2.60,3.10,2.22,,,,,,,,,
August,5.40,1.60,3.07,,,,,,,,,
September,1.27,0.86,1.10,,,,,,,,,
October,4.99,2.92,3.74,,,,,,,,,
November,1.92,3.36,1.68,,,,,,,,,
December,4.37,4.41,2.30,,,,,,,,,
Total,35.51,27.05,26.33,,,,,,,,,
Calc annual,35.51,27.05,26.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
