"WIMBOURNE MINSTER HORTON VICARAGE",,,,,,,,,,,,
Grid ref,SU030075,Long,-1.958739,Lat,50.866997,,,,,,,
Station no,RR4390,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.73,2.27,0.88,2.75,5.18,0.87,7.61,0.88,1.07,0.94,,
February,5.45,2.34,2.14,2.18,4.56,0.63,3.92,1.53,1.12,0.45,,
March,1.22,2.41,2.16,4.23,1.48,5.48,0.94,0.48,3.31,3.25,,
April,1.57,2.68,1.78,3.23,1.24,1.90,1.17,3.80,2.48,1.49,,
May,1.81,1.04,2.59,3.69,2.66,0.55,2.99,2.02,2.10,1.54,,
June,2.28,1.54,2.87,2.62,0.92,1.99,1.71,2.03,0.37,3.08,,
July,1.15,2.67,1.71,3.21,2.83,0.26,0.87,0.84,2.02,2.69,,
August,3.19,2.49,3.61,4.15,4.11,3.56,0.85,2.06,4.44,2.53,,
September,0.99,3.11,1.40,2.66,2.47,1.52,0.81,0.44,1.76,2.99,,
October,2.95,3.15,2.74,9.76,2.19,2.33,7.13,10.54,1.55,7.88,,
November,4.00,0.59,4.56,1.67,1.93,4.56,4.35,2.71,0.97,0.43,,
December,5.93,5.68,1.82,2.81,3.71,0.71,2.12,3.74,3.08,3.94,,
Total,34.27,29.97,28.26,42.96,33.28,24.36,34.47,31.07,24.27,31.21,,
Calc annual,34.27,29.97,28.26,42.96,33.28,24.36,34.47,31.07,24.27,31.21,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
