NUN MONKTON THE RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE511579,Long,-1.22167,Lat,54.01459,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,2.89,1.72,3.56,2.41,,,,,,,,,1.89,0.76,1.32,2.63,1.4,1.19,1.29,2.89,3.07,,1.66,0.7,2.47,3.23,1.21,0.91,1.85,2.01,0.57,2.91,0.81,1.03,0.7,2.8,,,,,,,,,,,,,,,,,,,2.03,
February,,,,,0.32,0.9,2.32,1.94,1.09,,,,,,,,,0.91,1.65,1.47,0.95,0,1.24,2.17,3.31,0.29,,2.07,1.02,1.13,4.4,1.89,1.27,1.68,2.37,0.76,1.74,1.31,1.4,0.64,2.28,,,,,,,,,,,,,,,,,,,0.65,
March,,,,,0,0.69,3.21,3.63,0.95,,,,,,,,,1.6,2.94,3.05,1.59,1.43,1.18,0.2,1.44,2.49,,2.21,1.49,1.07,0.54,1.75,0.82,2.47,1.6,1.62,1.22,1.34,2.82,3.5,0.48,,,,,,,,,,,,,,,,,,,0.34,
April,,,,,1.33,0.51,2.21,3.22,1.05,,,,,,,,,0.96,2.64,1.63,0.71,2.13,0.98,0.72,1.62,1.44,,1.47,3.34,1.98,1.25,1.76,1.97,1.48,1.59,2.27,0.63,1.25,2.09,2.63,2.26,,,,,,,,,,,,,,,,,,0.89,0.77,
May,,,,,1.75,1.6,0.6,1.97,4.73,,,,,,,,,2.02,0.94,3.37,1.96,1.46,3.91,1.72,1.78,0.61,,1.16,2.16,3.75,1.4,1,2.09,3.73,2.57,0.74,1.79,3.95,2.38,1.32,2.53,,,,,,,,,,,,,,,,,,1.78,1.23,
June,,,,,,2.41,0.52,1.37,3.82,,,,,,,,,0.2,1.72,0.39,2.1,0.74,5.08,1.11,3.63,2.96,,2.21,1.74,1.85,2.63,1.36,1.39,1.69,1.05,1.53,1.53,3.3,1.01,2.86,2.17,,,,,,,,,,,,,,,,,,5.32,1.49,
July,,,,,,3.78,1.38,2.75,2.96,,,,,,,,,0.87,5.4,1.98,1.73,3.65,2.73,6.82,3.2,4.81,,0.61,0.45,1.24,1.87,1.21,2.49,3.24,2.03,1.55,0.71,1.5,2.52,2.57,2.92,,,,,,,,,,,,,,,,,,0.62,2.27,
August,,,,,,2.02,1.91,4.47,4.99,,,,,,,,,2.56,2.47,4.4,4.49,4.06,3.56,2.6,3.11,3.12,,3.64,2.46,1.41,3.45,1.6,1.86,1.91,3.32,3.12,2.01,1.48,1.63,2.88,3.5,,,,,,,,,,,,,,,,,,4.12,1.79,
September,,,,,,2.14,4.09,3.22,2.45,,,,,,,,,2.88,0.8,1.03,2.5,1.6,1.3,1.75,1.03,0.96,,2.87,0.89,2.65,0.89,0.97,0.67,3.03,0.97,1.83,0.49,0.59,2.08,1.31,0.34,,,,,,,,,,,,,,,,,,0.7,0.24,
October,,,,,2.47,3.37,3.11,3.13,2.01,,,,,,,,,1.89,0.74,4.85,0.9,3.36,4.83,2.22,3.13,3.05,,1.71,2.93,2.16,3.56,1.79,2.38,7.14,0.57,1.35,4.66,5.46,0.84,2.29,2.43,,,,,,,,,,,,,,,,,,4.11,2.01,
November,,,,,2.37,3.81,2.78,2.34,4.83,,,,,,,,,2.34,3.98,0.58,2.53,2.54,1.42,2.41,1.26,2.67,,2.04,3.59,0.96,2.68,3.67,1.42,1.27,1.52,3.42,2.75,2.39,1.3,0.4,2.52,,,,,,,,,,,,,,,,,,2.9,3.4,
December,,,,,2.63,1.04,6.08,1.58,1.23,,,,,,,,,1.44,1.46,1.3,1.35,2.81,0.75,3.04,1.69,2.04,,1.99,2.11,3.04,2.32,3.48,1.54,0.83,1.46,0.26,1.71,2.45,1.64,4.6,2.28,,,,,,,,,,,,,,,,,,1.39,3.81,
Total,,,,,,25.16,29.93,33.18,32.52,,,,,,,,,19.56,25.5,25.37,23.44,25.18,28.17,26.05,28.09,27.51,,23.64,22.88,23.71,28.22,21.69,18.81,30.32,21.06,19.02,22.15,25.83,20.74,25.7,26.51,,,,,,,,,,,,,,,,,,,20.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890s covered by 2 TYRs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Jan-Mar estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
