OVING-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP782211,Long,-0.865279,Lat,51.882988,Elevation,515,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.96,1.03,3.64,1.1,2.23,0.86,1.51,1.18,4.07,2.94,0.98,2.67,1.48,1.65,2.72,3.8,2.26,2.62,2.42,1.58,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.06,0.72,1.75,1.06,1.19,0.39,2.92,1.51,2.1,1.05,2.15,3.29,3.45,1.4,1.29,2.4,0.67,0.36,2.45,3.32,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.11,3.24,1.54,1.18,2.67,2.16,0.78,2,3.32,2.53,3.67,1.4,4.42,1.59,0.64,4.12,1.78,1.18,1.77,2.29,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.18,2.09,0.61,2.56,4.24,2.02,2.07,1.29,0.03,2.7,0.9,1.08,1.21,1.6,3.67,2.8,3.29,1.1,3.7,2.46,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.37,1.22,1.42,2.78,1.63,1.72,2.64,1.54,2.31,2.37,1.6,1.93,1.62,1.81,1.73,0.36,1.99,1.65,1.36,1.6,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1,3.59,3.32,2.42,1.41,3.54,2.36,1.51,2.67,0.9,2.28,0.29,2.83,1.46,1.08,1.29,3.15,0.35,1.34,0.56,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,4.08,0.84,0.68,2.41,2.63,3.15,2.41,0.22,2.56,1.59,2.34,4.32,3.28,3.12,4.2,2.5,5.14,0.32,5.36,3.27,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.02,3.19,1.32,1.74,2.97,2.6,2.68,1.11,6.06,0.79,1.12,2.23,2.95,5.8,1.17,3.28,1.43,2.02,3.67,3.51,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.59,1.53,1.34,0.72,1.48,2.38,0.51,1.6,1.58,1.44,1.23,2.4,1.06,1.92,5.65,1.76,2.31,1.65,1.87,2.98,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.08,1.34,4.46,4.46,1.32,3.76,2.65,1.87,2.91,3.78,2.7,2.23,3.92,5.16,1.58,1.62,1.25,0.99,0.69,4.55,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
