SUNDERLAND: CLEADON PUMPING STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ386636,Long,-1.39864,Lat,54.965539,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,1.15,2.47,2.66,1.43,0.72,2.51,1.8,0.18,2.45,0.41,1.26,0.47,2.09,1.27,2.37,4.02,1.7,2.79,0.58,2.74,2.26,2.8,2.27,3.53,2.28,0.95,1.77,1.44,2,0.96,1.97,2.7,3.22,2.08,0.56,1.58,1.35,2.6,3.28,2.6,2.04,3.56,1.73,3.33,3.36,2.63,0.53,4.02,1.12,1.49,7.44,0.56,1.66,1.3,1.71,1.01,2.6,1.95,3.56,1.53,1.45,2.31,4.53
February,,,,,,,,,0.83,0.73,4.57,1.77,1.23,0.74,2.24,0.61,1.1,0.9,1.07,1.36,2.19,0.77,2.46,0.67,0.83,2.78,1.94,0.87,0.95,2.19,0.75,0.09,1.94,3.42,1.34,2.56,2.23,0.73,0.86,0.78,1.32,1.01,0.95,2.11,0.35,1.92,2.55,2.83,0.71,0.67,1.86,5.66,1.76,0.4,1.59,1.36,0.4,2.41,1.1,0.42,2.85,1.85,0.69,1.92,2.05,2.27,1.78,1.59,3.67,0.58,1.76
March,,,,,,,,,1.27,2.2,2.06,1.54,0.65,0.88,1.08,1.53,0.96,0.66,2.26,4.6,0.67,1.97,1.58,2.16,2.06,2.15,3.1,2.37,1.1,2.14,2.61,0.6,1.25,1.55,0.86,1.82,0.58,1.38,1.94,0.27,1.83,1.32,2.6,1.13,2.47,0.64,1.81,3.18,0.14,1.75,1.84,2.36,0.49,0.54,0.56,0.24,1,3.72,0.59,1.13,0.52,3.44,1.38,0.04,1.06,1.68,0.85,1.08,3.02,0.53,1.56
April,,,,,,,,,2.48,2.26,1.16,0.84,1.41,1.84,1,2.28,0.57,1.63,2.7,2.51,1.36,1.51,0.17,2.93,0.51,0.51,1.27,2.49,1.3,1.51,2.81,0.93,1.67,1.85,1.34,2.19,0.86,1.45,1.06,1.27,1.42,2.55,0.83,1.09,3.62,2.47,0.88,2.45,0.11,0.59,1.27,0.72,0.76,0.53,2,1.06,1.62,2.28,1.18,1.44,1.34,1.25,1.5,2.11,0.4,0.89,1.18,0.52,1.79,1.34,0.73
May,,,,,,,,,2.15,3.28,1.19,2.21,2.65,2.12,2.59,0.48,5.7,4.16,1.5,1.76,2.68,1.08,2.09,2.98,1.34,1.76,2.12,2.61,1.8,0.73,3.36,1.87,1.23,1.87,6.53,2.41,1.68,1.75,1.3,0.74,1.16,2.59,4.05,1.24,0.86,0.97,1.69,2.82,3.09,0.98,1.33,1.53,1.11,2.27,1.65,2.72,1.74,3.05,1.41,0.47,1.58,3.73,1.94,1.66,2.87,1.66,0.59,1.37,2.81,0.43,2.16
June,,,,,,,,,2.2,2.71,3.95,1.35,2.38,2.82,1.85,0.6,1.22,2.36,0.48,2.48,1.44,4.39,4.69,1.22,3.24,0.44,1.53,0.7,0.47,0.9,0.69,0.74,1.54,0.87,2.41,0.2,2.76,3.65,4.34,1.51,1.59,2.81,1.02,1.88,1.78,2.26,2.66,1.97,2.27,1.53,0.74,0.37,1.11,1.28,1.78,1.78,2.95,1.78,3.05,0.98,1.31,1.68,1.38,1.72,2.35,2.54,2.6,1.74,2.29,2.47,0.37
July,,,,,,,,,0.82,1.75,2.56,2.83,2.19,4.73,1.4,1.71,0.87,1.1,2.62,2.65,1.69,0.71,4.07,0.58,3.01,2.86,2.86,1.02,3.67,1.45,3.36,1.56,4.07,1.74,4.65,1.96,2.82,4.55,1.91,2.32,3.91,4.59,3,1.61,1.75,0.4,2.37,3.66,2.66,2.38,6.45,0.97,2.52,1.98,2.85,1.79,3.15,2.91,1.34,1.78,3.61,1.47,0.73,2.36,1.88,0.91,2.71,2.86,3.1,1.78,3.31
August,,,,,,,,,2.01,1.06,6.19,1.87,1.64,2.11,3.39,2.46,2.93,2.63,1.29,3.14,2.4,2.4,4.21,0.69,1.89,2.8,3.22,5.93,0.98,2.13,1.74,4.91,2.27,3.45,2.19,3.15,1.82,5.69,2.44,3.14,3.55,3.91,2.18,1.27,3.18,1.88,2.91,1.47,1.51,2.22,1.18,2.45,1.87,4.2,2.03,3.23,3.3,0.21,4.85,1.44,6,4.46,1.47,3.92,4.64,1.24,6.16,3.02,2.36,0.7,3.03
September,,,,,,,,,0.34,2.42,0.73,1.2,0.67,3.02,0.9,1.75,0.58,0.48,1.58,1.78,0.81,2.09,1.75,2.86,1.94,1.69,1.44,1.16,4.87,0.75,1.46,0.75,3.85,1.36,2.21,3.29,1.93,3.5,0.97,1,2.73,3.12,1.84,1.34,1.25,3.91,2.76,1.33,1.82,1.2,1.65,0.6,3.02,3.52,6.92,1.58,3.07,1.47,2.31,0.38,2.96,0.93,3.62,1.02,2.06,1.1,2.05,4.02,1.85,0.68,1.9
October,,,,,,,,,3.61,2.36,6.77,1.9,2.08,7.51,0.62,3.65,4.69,3.42,1.2,2.64,2.59,2.48,3.7,1.61,1.69,1.49,2.58,2.22,1.93,4.72,2.31,1.87,1.46,1.7,3.07,1.71,2.75,1.73,2.59,1.99,1.62,1.04,2.97,3.17,3.59,3.05,1.17,1.9,3.22,4.94,2.98,4.03,2.41,1.94,2.52,2.73,0.89,0.38,1.42,2.44,0.85,1.03,1.83,1.22,4.17,1.63,1.42,1.53,0.89,1.28,5.93
