"CHESTER WATER WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2797,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.96,3.12,3.56,1.59,2.09,1.72,1.97,2.06,3.78,1.32,3.66,
February,2.40,0.25,1.97,3.63,0.78,3.75,2.21,1.23,1.60,0.84,0.27,
March,3.12,0.87,1.90,0.89,0.74,0.55,0.68,2.88,1.62,0.18,3.56,
April,4.28,1.34,2.26,1.81,1.77,1.48,0.71,2.06,1.71,0.93,2.46,
May,3.07,1.23,0.47,2.96,5.38,2.87,3.52,1.35,1.25,1.90,1.34,
June,3.82,0.24,1.26,0.40,2.04,0.02,1.34,4.17,4.74,1.86,0.76,
July,6.26,0.67,3.68,3.56,4.68,2.65,2.86,3.18,1.37,2.66,5.42,
August,1.37,3.70,3.44,3.20,4.48,3.29,3.33,4.42,2.45,3.07,3.01,
September,2.89,0.72,2.89,2.74,3.49,3.22,3.39,3.86,1.55,1.76,3.57,
October,2.11,2.51,0.25,3.68,3.15,3.49,1.97,2.48,3.24,3.86,4.01,
November,0.49,2.12,0.99,1.76,1.46,2.74,4.52,3.03,3.77,4.66,3.09,
December,2.02,2.37,3.69,3.66,2.38,2.00,0.92,1.43,1.90,4.00,4.19,
Total,34.79,19.14,26.36,29.88,32.44,27.78,27.42,32.15,28.98,27.04,35.34,
Calc annual,34.79,19.14,26.36,29.88,32.44,27.78,27.42,32.15,28.98,27.04,35.34,
Difference,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
