"EAST GRINSTEAD STATION AND CRANSTON ROAD",,,,,,,,,,,,
Grid ref,TQ3945738530,Long,-0.008390,Lat,51.129078,,,,,,,
Station no,RR4851,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.67,0.89,0.99,2.46,6.08,1.38,5.74,1.71,2.01,1.46,,
February,5.75,1.96,1.31,1.46,4.04,0.81,3.16,1.79,1.32,0.48,,
March,0.83,2.53,1.94,3.12,1.61,4.56,1.58,0.86,3.34,4.44,,
April,1.19,2.31,1.01,2.00,1.52,2.38,0.95,3.68,2.75,1.62,,
May,1.33,0.86,2.99,1.97,3.45,0.77,1.96,2.02,2.25,1.70,,
June,3.23,1.47,3.72,4.53,1.35,4.70,2.40,1.91,1.53,3.36,,
July,0.96,2.95,1.89,5.03,0.84,0.32,1.22,1.17,3.67,3.45,,
August,2.99,1.59,3.64,4.06,2.10,3.41,0.81,2.33,5.34,2.47,,
September,1.38,1.75,1.32,2.85,2.40,2.77,1.54,0.56,1.08,3.78,,
October,2.21,3.27,2.66,7.10,2.31,2.12,5.94,5.11,1.88,7.28,,
November,3.47,0.74,2.63,2.37,1.83,6.04,6.06,2.52,1.36,1.29,,
December,3.63,5.19,1.77,2.45,3.89,0.86,2.30,3.62,4.16,4.75,,
Total,30.64,25.51,25.87,39.40,31.42,30.12,33.66,27.28,30.69,36.08,,
Calc annual,30.64,25.51,25.87,39.40,31.42,30.12,33.66,27.28,30.69,36.08,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
