"CROSSENS PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3012/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,1.53,3.38,3.88,1.47,,
February,,,,,,,4.57,0.96,2.02,1.79,,
March,,,,,,,1.80,1.03,2.17,1.97,,
April,,,,,,,3.00,0.18,2.24,1.77,,
May,,,,,,,1.93,3.53,0.81,2.06,,
June,,,,,,,2.08,3.41,3.38,0.69,,
July,,,,,,,1.53,3.07,6.35,4.23,,
August,,,,,,,1.81,2.59,1.74,1.14,,
September,,,,,,,2.01,1.82,0.86,2.59,,
October,,,,,,,2.35,5.54,1.72,3.52,,
November,,,,,,,1.49,4.65,4.61,4.53,,
December,,,,,,,2.14,3.21,2.64,2.61,,
Total,,,,,,,26.24,33.37,32.42,28.37,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,26.24,33.37,32.42,28.37,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
