"BURY (ELTON RESERVOIR)",,,,,,,,,,,,
Grid ref,SD792097,Long,-2.315653,Lat,53.583472,,,,,,,
Station no,2852,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.02,3.27,1.93,4.18,3.18,5.52,3.46,3.61,3.13,5.36,,
February,2.58,1.19,1.76,3.70,2.83,1.19,2.67,6.14,0.48,2.87,,
March,4.62,2.31,2.01,2.82,2.05,1.18,3.94,2.53,1.99,1.16,,
April,1.88,2.96,3.19,0.72,2.70,2.79,0.83,1.28,2.65,2.57,,
May,1.91,2.02,2.00,2.68,3.53,1.60,1.76,4.12,1.69,2.45,,
June,0.96,3.78,2.57,4.18,3.54,1.98,1.85,4.67,3.32,1.89,,
July,3.12,2.96,6.64,5.61,1.08,6.03,5.63,3.88,3.38,5.78,,
August,4.04,4.23,5.21,5.43,1.11,10.35,5.26,6.57,0.49,6.41,,
September,3.02,3.80,4.48,5.17,2.46,4.07,6.38,5.19,0.27,3.00,,
October,1.31,4.33,1.99,7.66,2.58,2.95,5.31,4.30,4.04,5.12,,
November,7.75,2.41,4.62,6.17,2.04,1.57,1.82,1.63,4.17,6.89,,
December,5.81,4.32,1.88,5.60,5.28,4.17,4.60,4.25,6.96,4.36,,
Total,41.02,37.58,38.28,53.92,32.38,43.40,43.51,48.17,32.57,47.86,,
Calc annual,41.02,37.58,38.28,53.92,32.38,43.40,43.51,48.17,32.57,47.86,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
