WHORLTON VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ105147,Long,-1.8392748,Lat,54.527477,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,4.05,2.94,2.45,2.95,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,2.16,1.87,1.56,1.83,1.31,3.18,3.86,2.9,4.85,1.79,4.08,2.48,3.6,2.07,5.33,,,,,
February,,,2.11,0.83,1.71,0.87,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.7,0.82,4.49,0.25,3.1,3.22,3.56,0.88,1.55,2.14,3.34,1.74,0.73,,2.67,,,,,
March,,,3.12,2.28,1.46,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,0.92,1.42,1.71,2.75,0.72,2.19,4.14,0.22,2.75,1.93,2.12,1.53,0.8,,0.34,,,,,
April,,,2.82,0.51,1.64,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,2.86,1.61,0.93,3.48,2.23,0.88,3.04,0.07,0.71,1.37,2.2,1.07,1.15,,,,,,,
May,,,1,1.97,2.18,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,3.02,3.33,2.65,1.58,0.56,1.98,2.92,3.84,0.71,1.1,1.14,2.07,2.59,,,,,,,
June,,,3.38,1.16,2.45,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,3.4,1.04,1.62,2,2.74,4,1.22,2.56,1.69,0.24,0.36,0.79,0.84,,,,,,,
July,,,4.58,2.08,1.05,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,4.87,3.33,3.22,1.52,1.45,0.55,3.54,2.55,2.84,3.41,4.02,1.53,1.81,0.96,4.6,,,,,,
August,,,4.2,2,3.25,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,5.27,3.34,1.48,1.03,2.26,2.48,1.73,1.54,2.05,5.26,0.3,1.45,2.51,3.64,0.98,,,,,,
September,,,2.28,1.39,1.84,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,4.26,2.31,2.33,1.52,1.44,6.43,4.46,,1.57,1.43,1.12,0.18,1.77,2.38,4.99,,,,,,
October,,,4.66,2.43,2.96,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.11,0.84,3.27,2.88,3.43,3.98,1.94,2.06,4.56,5.07,3.28,3.36,1.5,,3.37,,,,,,
November,,,4.63,2.25,2.64,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.08,2.88,1.28,2.52,1.75,5.13,2.78,,2.92,3.04,3.31,3.07,0.98,,5.28,,,,,,
December,,,4.86,0.37,3.75,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,3.11,1.24,1.05,0.72,5.22,1.42,2.45,3.38,4.29,0.93,1.96,0.52,2.53,,,,,,,,
Total,,,41.69,20.21,27.38,30.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.88,28,22.72,23.15,27.44,30.65,32.35,,28.7,31.4,22.56,23.35,20.78,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1937 Sept, Nov and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
