CREWKERNE-THE-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST436087,Long,-2.8018,Lat,50.8756,Elevation,425,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,5.17,6.29,0.83,3.44,1.11,0.79,3.59,5.54,5.22,2.77,5.78,1.95,3.76,3.11,3.96,3.16,4.44,1.62,6.15,2.41,3.14,3.58,3.13,0.7,5.46,5.43,3.5,5.02,2.29,4.35,3.86,7.89,2.28,1.73,4.33,3.75,6.67,0.98,0.61,3.95,2.87,0.91,2.3,4.65,4.6,2.99,4.18,5.8,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,3.47,1.09,4.88,6.49,5.06,0.94,1.93,3.31,0.78,0.26,3.15,9.33,0.61,3.8,2.06,4.05,1.86,1.15,1.04,1.57,0.01,4.99,0.28,3.4,3.32,6.06,1.38,2.19,3.9,3.75,0.2,1.81,0.35,2.5,2.6,1.04,1.23,1.67,5.98,6.55,0.62,1.61,3.49,2.98,0.1,6.3,4.16,0.38,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,6.26,3.15,5.03,0.69,3.55,3.21,1.34,4.93,3.15,1.96,3.06,1.53,1.68,0.51,0.49,3.83,2.64,0.24,1.8,1.09,2.27,3.74,2.99,0.94,3.69,4.69,0.17,1.5,2.65,3.23,2.88,1.17,0.3,1.08,0.98,7.65,1.8,1.37,1.63,3.43,3.23,0.63,5.08,1.91,0.93,3.45,1.77,4.39,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.18,4.04,1.48,1.31,0.72,1.72,1.95,2.63,4.3,0.98,3.21,2.66,3.57,2.65,2.76,1.5,1.54,0.92,3,2.32,2.61,1.68,2.82,4.82,1.95,1.91,0.15,2.31,1.55,3.33,2.71,0.81,1.58,1.11,2.26,2.6,2.18,1.97,2.34,2.38,2.62,3.76,0.35,1.11,0.89,0.07,0.86,3.91,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.85,2.77,2.01,2.83,3.13,1.79,1.49,0.77,2.02,2.37,0.48,1.16,6.27,3.78,1.85,1.01,1.64,2.21,1.51,3.84,5.71,2.13,1.23,1.64,0.92,2.78,2.81,0.97,1.81,1.99,5.79,2.51,1.35,3.28,4.36,2.84,4.83,2.61,1.66,2.85,4.32,3.39,2.66,4.07,0.48,1.83,2.52,0.96,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,4.8,0.7,4.23,2.05,1.6,3.28,1.04,0.92,1.87,0.55,0.73,0.49,2.88,0,2.54,2.03,2.65,1.77,0.26,3.06,2.87,1.3,0.64,4.84,2.99,1.51,1.65,3.3,0.55,1.9,0.93,1.4,2.53,2.58,3.13,2.03,1.77,0.53,0.83,0.87,3.06,3.11,3.74,2.65,2.55,2.21,3.74,1.16,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.17,0.47,3.86,5.58,1.21,3.55,5.47,2.53,5.78,0.59,5.88,1.02,3.79,2.54,3.86,3.86,1.74,1.17,2.02,3.34,2.41,2.29,0.97,0.28,6.29,3.24,3.98,5.93,3.02,1.43,1.78,3.36,1.95,1.73,0.97,2.87,1.35,1.58,4.88,2.55,1.09,3.69,2.26,3.04,2.8,2.9,2.35,2.31,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,7.39,2,3.18,2.18,6.26,5.8,2.35,3.4,2.06,2.18,4.34,2.63,3.28,2.25,1.14,2.89,1.79,1.55,3.62,3.08,1.34,1.45,3.23,2.86,0.12,1.18,2.49,3.18,0.04,3.6,5.26,3.07,2.64,2.33,4.74,1.13,3.53,1.63,4.76,5.39,5.4,1.87,3.12,0.5,4,3.22,3.26,1.72,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.29,2.83,1.81,1.33,3.09,1.79,6.87,2.1,1.73,0.71,2.41,3.05,5.5,3.81,0.55,5.01,1.9,0.62,4.04,1.92,4.85,2.47,2.98,3.14,2.74,3.3,2.24,1.52,1.63,1.25,2.62,2.66,2.02,2.86,5.33,1.19,2.36,4.09,4.6,4.54,3.96,4.53,3.29,1.61,5.51,3.6,5.27,0.07,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5.29,5.93,3.77,5.85,6.73,3.68,2.56,1.83,2.7,1.2,1.51,4.6,6.2,3.62,4.08,2.58,7.24,4.56,2.79,0.46,6.74,2.57,2.76,3.59,1.41,5.18,3.1,4.8,4.72,1.68,3.89,4.39,6,4.27,1.42,1.22,3.88,7.51,1.54,1.01,4.66,4.26,3.32,2.87,1.51,2.55,3.47,3.55,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,1.75,3.5,5.25,2.81,5.94,1.05,3.78,2.2,2.27,3.08,2.58,2.33,3.39,3.31,8.92,3.07,3.45,9.3,5.28,6.93,2.65,0.85,2.2,6.49,3.29,2.08,5.43,6.99,9.07,2.41,1.4,2.39,5.89,0.87,6.97,1.72,1.96,4.65,6.6,11.38,4.19,2.14,9.88,6.88,0.6,3.28,3.12,7.64,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,5.13,2.05,8.38,6.93,4.02,0.94,3.97,5.37,3.84,1.67,4.75,3.61,4.78,4.22,0.47,3.94,3.08,7.37,4.15,1.61,2.77,0.96,10.84,6.57,3.72,4.39,4.51,2.33,3.18,1.56,5.5,3.21,3.06,4.97,4.22,3.36,7.02,1.41,2.42,3.49,3.02,0.9,3.53,6.12,6.38,4.09,5.11,11.83,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,44.75,34.82,44.71,41.49,42.42,28.54,36.34,35.53,35.72,18.32,37.88,34.36,45.71,33.6,32.68,36.93,33.97,32.48,35.66,31.63,37.37,28.01,34.07,39.27,35.9,41.75,31.41,40.04,34.41,30.48,36.82,34.67,29.95,29.31,41.31,31.4,38.58,30,37.85,48.39,39.04,30.8,43.02,38.39,30.35,36.49,39.81,43.72,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
