GAINSBOROUGH MORTON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6510,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.35,,,,,,,,,,,
February,1.62,,,,,,,,,,,
March,0.93,,,,,,,,,,,
April,1.60,,,,,,,,,,,
May,2.32,,,,,,,,,,,
June,2.51,,,,,,,,,,,
July,2.67,,,,,,,,,,,
August,3.18,,,,,,,,,,,
September,0.15,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,16.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
