MULLINGAR BELVEDERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IN4192547643,Long,-7.369223,Lat,53.477369,Elevation,367,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,5.82,1.57,6.44,3.15,2.74,0.83,1.06,2.57,4.88,4.54,2.55,3.66,2.8,1.95,1.82,5.18,1.16,1.65,2.25,4.5,1.87,1.69,2.4,2.8,3.92,4.27,3.7,2.94,6.45,3.44,2.4,4.29,1.07,3.54,2.72,4.41,2.12,4.33,6.58,1.56,5.27,3.51,1.6,2.88,3.71,5.69,3.83,3.31,3.42,4.34,3.3,6.21,3.5,4.98,2.35,4.16,2.87,4.27,3.09,4.61,1.47,4.58,4.57,4.87,5.55,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.32,5.54,2.87,2.02,3.01,2.77,4.44,3.08,3.83,3.26,2.68,2.52,1.36,0.65,2.59,1.05,0.29,2.61,3.34,3.97,0.92,1.87,3.35,2.81,2.6,2.34,1.81,2.5,4.45,5.24,1.71,2.91,2.8,2.17,1.65,4.86,3.6,3.65,1.09,4.38,5.11,4.29,2.36,4.04,1.87,2.74,0.34,3.4,5.68,0.97,4.46,2.64,3.19,3.75,3.5,0.57,3.01,0.19,3.34,0.19,4.54,2.07,4.76,1.66,3.54,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.18,3.59,3.15,2.23,1.42,3.63,2.3,2.34,1.01,2.69,2.54,3.38,1.12,4.11,1.92,3.73,1.02,0.69,0.61,2.26,3.41,5.44,4.22,0.91,1.57,0.69,3.48,1.84,6.16,3.38,5.22,1.92,3.26,3.16,2.59,1.67,2.01,4.95,4.05,3.93,0.9,2.77,2.22,2.51,1.83,2.23,2.73,1.97,1.95,1.24,0.69,1.55,3.48,3.06,0.61,3.82,2.99,1.46,2.65,3.43,2.07,2.3,2.66,1.57,2.78,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.78,2.95,3.92,1.65,1.55,3.3,1.47,4.15,2.12,1.32,2.26,1.97,1.35,2.42,2.56,1.27,2.72,1.31,1.1,4.29,1.45,1.19,4.36,3.4,3.1,3.02,2.24,2.1,1.96,2.19,2.08,1.85,2.01,1.76,5.68,2.68,2.29,0.85,4.33,1.58,2.4,3.59,1.69,1.76,1.77,2.38,1.06,2.85,3.65,3.68,3.81,1.66,1.54,1.41,0.68,1.1,3.64,2.69,1.5,1.95,2.93,2.12,3.01,0.21,1.69,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.09,0.85,2.58,4.67,3.05,1.36,2.58,3.18,2.08,2.97,1.67,3.07,1.46,2.3,2.69,2.98,3.04,5.25,2.15,3.35,0.15,0.27,0.81,4.41,3.75,2.12,1.89,2.83,1.43,2.52,1.19,3.83,3.53,2.52,2.23,2.26,2.39,1.22,3.52,2.78,1.2,4.75,2.24,1.93,2.23,3.23,2.26,2.08,1.57,3.66,5.93,2.29,1.32,1.9,2.7,1.84,3.47,3.33,2.13,2.11,1.78,1.28,1.85,3.23,1.15,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.15,1.67,3.37,6.08,6.98,3.47,4.2,3.28,2.48,1.08,0.86,1.55,0.21,4.48,0.83,3.04,2.2,2.92,2.15,2.58,2.34,2.53,4.08,3.48,3.05,4.94,2.74,1.93,1.2,1.34,1.79,2.22,3.74,0.97,2.37,5,3.04,5.42,3.02,1.11,2.77,2.73,2.09,1.89,3.88,2.06,0.2,1.36,1.67,3.11,0.79,3.43,2.31,6.15,2,1.63,5.42,1.05,2.77,2.07,6.34,5.14,2.57,4.26,2.09,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.79,1.5,2.94,1.88,4.14,6.9,2.4,5.31,3.31,3.39,2.11,3.23,3.21,5.94,2.62,2.67,1.02,3.79,2.3,3.44,5.77,6.94,2.57,1.85,2.71,1.92,0.94,3.6,5.53,3.21,1.69,2.34,2.16,2.48,2.99,3.27,2.8,4.37,1.33,2.65,5.44,4.14,3.4,4.07,1.26,4.37,3.78,3.28,3.11,5.18,2.86,4.68,3.34,2.02,3.06,4.24,4.39,4.02,2.76,2.09,0.88,6.67,4.08,6.98,5.48,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.3,4.63,4.38,5.15,3.55,1.26,4.89,3.49,3.77,2.21,3.71,2.37,1.94,2.46,5.78,2.93,7.69,7.56,4.68,3.85,6.32,2.06,6.51,6.05,2.57,7.21,2.71,1.78,6.68,2.88,6.74,2.64,3.15,3.16,1.08,6.94,1.99,5.55,1.36,6,5.37,2.9,7.17,2.32,2.35,1.92,3.64,5.52,5.74,3.92,2.59,4.73,5.07,5.24,5.07,6.47,3.62,1.99,1.93,4.01,3.81,2.11,2.27,2.29,2.23,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,4.65,4.6,2.66,3.95,4.4,2.6,2.16,1.84,4.39,2.92,5.45,3.82,2.87,0.95,2.03,3.91,2.68,3.74,1.54,0.37,0.2,5.95,2.54,3.75,3.04,1.73,5.48,2.39,4.5,2.98,1.26,1.44,0.86,5.68,2.62,1.01,2.25,0.41,3.27,2.16,1.17,1.9,2.37,5.52,2.68,2.01,1.08,2.61,3.53,6.01,2.73,2.23,4.45,2.26,0.53,4.67,3.74,4.17,0.82,6.06,5.83,4.39,4.76,2.09,2.85,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,5.01,3.21,4.43,2.97,1.41,2.91,2.62,3.33,3.11,2.15,2.88,4.88,2.75,1.47,5.29,2.06,3.93,2.64,2.11,3.34,3.14,2.9,2.87,2.85,1.46,4.78,3.44,2.52,4.67,2.5,1.63,5.89,4.86,1.25,4.47,1.65,4.57,2.94,3.5,1.17,3.57,7.78,6.02,4.05,1.16,3.38,2.31,1.21,4.24,4.09,3.79,3.4,2.77,4.94,5.21,6.11,2.38,4.29,2.75,4.48,4.26,2.79,1.93,8.66,1.97,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
