CULROSS WEST GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 979 903,Long,-3.642268,Lat,56.09492,Elevation,116,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,3.9,4.28,2.58,5.97,4.12,1.2,1.95,5.06,4.39,3.09,7.65,3.44,7.67,4.2,1.86,2.09,0.9,3.47,2.85,4.71,2.31,3.38,1.37,1.83,1.19,2.22,1.92,1.72,1.36,4.09,,,1.5,1.82,6.41,4.06,1.87,1.78,6.22,2.3,1.16,3.33,1.74,3.61,4.19,3.59,1.14,2.26,3.02,2.77,1.77,3.68,1.74,3.25,3.17,3.85,4.18,,,2.58,2.18,4.22,2.98,,,
February,,,,,,5.05,4.1,0.97,2.88,2.35,1.8,5.48,2.92,1.43,0.55,1.21,4.24,3.54,1.71,3.7,3.22,5.16,5.33,1.27,2.41,3.02,0.97,2.42,0.79,1.69,0.53,0.52,2.02,3.07,8.48,,,2.16,1.87,2.32,2.94,1.07,1.66,5.74,3.14,1.18,1.78,2.28,1.67,1.39,3.12,3.15,2.3,1.93,2.88,3.49,3.76,0.59,3.54,1.48,3.83,0.38,,,0.83,3.06,4.07,1.99,,,
March,,,,,,1.52,1.45,0.81,1.72,0.3,0.6,2.6,2.28,0.96,2.09,2.05,5.19,2.05,1.2,3.72,3.3,3.43,5.42,1.56,1.71,0.98,1.95,2.09,3.92,1.26,2.21,3.33,0.85,1.78,2.65,,,4.52,1.61,2.97,1.34,2.08,1.91,6.47,1.68,3.87,1.82,2.65,3.43,3.45,1.57,1.97,4.13,3.69,3.34,2.04,2.67,1.32,1.21,2.21,3.09,3.77,,,0.77,1.32,1.86,2.57,,,
April,,,,,,0.8,0.95,1.92,1.6,0.78,0.3,6.75,0.8,0,2.18,0.79,4.25,3.26,1.72,2.08,3.28,1.77,4.24,1.08,0.96,2.48,1.22,2.34,1.86,2.56,0.68,0.99,0.65,0.98,1.43,,,1.06,2.43,3.37,1.62,1.93,1.02,1.13,3.33,1.68,1.05,1.13,1.03,3.34,2.54,1.29,0.41,2.4,1.55,1.75,2.1,1.85,0.76,2.09,1.88,0.8,,,1.57,3.41,2.12,1.57,,,
May,,,,,,2.8,1.14,1.27,2.33,0.38,2.95,0.68,4.4,1.36,0.94,1.47,1.12,2.51,4.1,2.76,1.01,3.86,2.6,1.51,2.92,3.56,3.62,0.83,2.53,3.86,0.96,1.58,3.12,1.99,2.45,,,1.74,2.26,4.64,,1.37,1.69,1.91,2.75,1.77,4.67,2.81,2.7,2.98,1.26,1.39,1.51,2.26,2.5,1.46,3.1,2.22,2.32,0.87,2.69,2.06,,,5.1,4.31,2.78,1.92,,,
June,,,,,,0.63,1.5,1.75,0.92,2.47,2,2.05,7.56,2.88,0.57,3.21,3.18,3.05,3.5,5.19,1.71,2.72,3.36,2.34,0.81,1.55,1.2,0.58,2.52,0.45,1.13,0.45,3.91,1.45,2.87,,,5.28,2.11,1.86,,2.35,2.21,2.68,1.59,0.95,2.03,4.65,1.58,1.82,1.12,1.32,3.68,2.31,0.75,2.68,2.73,2.33,0.77,1.85,1.74,0.42,,,2.12,0.47,2.33,3.61,,,
July,,,,,,3.33,2.28,2.47,0.95,1.53,2.12,4.47,3.44,6.16,3.67,2.63,2.19,4.27,0.69,4.03,5.32,7.12,5.5,5.53,5.36,1.12,3.69,3.18,4.25,2.21,2.36,2.09,1.78,2.02,2.67,,,1.44,1.55,2.64,,1.45,3.35,6.19,1.7,3.27,1.58,3.05,2.99,2.8,4.54,2.64,1.89,0.69,2.99,4.74,4.07,1.85,2.72,0.97,2.56,3.01,,,3.69,1.71,4.16,5.11,,,
August,,,,,,4.43,3.22,3.32,4.65,1.46,1.2,3.03,6.59,5.41,7.31,2.17,4.25,7.97,3.51,5.52,1.12,5.37,4.62,3.93,1.84,2.84,2.09,3.13,2.43,4.81,2.65,5.21,5.83,2.14,5.03,,,5.38,3.98,0.98,,4.09,2.42,4.2,5.19,2.65,4.57,3.97,1.63,3.69,6.32,1.45,3.43,1.69,3.68,3.62,2.17,4.85,2.25,2.39,4.35,5.93,,,3.67,2.59,1.8,5.6,,,
September,,,,,,0.35,2.77,1.97,2.52,4.37,2.43,1.1,6.75,3.92,2.39,3.2,3.54,2.15,3.92,4.08,3.05,3.2,3.22,2.05,2.46,4.6,4.02,3.61,0.99,0.64,4.23,4.5,2.29,1.17,0.05,,,2.43,4.12,2.48,3.45,1.63,1.61,2.86,2.11,1.47,1.71,1.47,6.41,1.98,0.97,1.72,1.77,2.29,1.09,2.36,1.08,2.01,4.43,1.88,1.98,1.24,,,3.33,3.15,3.78,4.53,,,
October,,,,,,5.45,1.33,1.8,1.45,2.78,5.18,4.31,3.51,6.64,3.93,5.33,5.73,5.81,3.4,2.09,1.56,4.28,4.11,3.95,2.31,2.25,6.66,1.68,1.65,3.04,2.17,2.08,3.58,2.72,3.32,,,1.37,5.44,3.42,4.51,2.7,1.48,6.39,1.97,2.15,4.86,5.61,1.76,3.74,1.94,2.71,2.64,1.84,1.72,3.45,5.27,3.35,3.55,1.6,1.38,3.63,,,3.09,2.88,3.73,4.26,,,
