HINCKLEY-SEWAGE-WKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP422928,Long,-1.3793447,Lat,52.53144,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2497/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.06,3.3,1.11,1.55,1.71,1.69,0.58,2.63,2.96,2.56,4.93,2.03,2.34,2.28,4,2.58,1.67,1.65,1.6,3.79,1.04,0.39,2.23,2.27,1.21,0.93,1.74,4.03,1.38,2.78,3.44,4.57
February,,,,,,,,,,0.48,0.79,2.36,0.29,2.76,0.55,1.77,2.26,2.48,0.54,1.41,2.31,1.99,0.63,0.9,1.25,2.09,2.34,1.51,1.02,0.76,3.88,2.83,0.53,1.52,2.46,1.87,0.56,2.84,3.37,0.06,1.87
March,,,,,,,,,,0.41,2.42,0.36,1.59,2.87,1.86,0.51,1.54,2.31,0.22,1.45,1.62,2.35,1.64,0.94,0.24,0.71,0.87,4.93,1.03,1.52,1.1,3.53,2.2,1.44,2.26,2.38,0.96,2.29,1.67,1.89,1.37
April,,,,,,,,,,1.2,3.01,3.68,2.85,1.24,2.03,2.79,1.81,3.06,0.03,1.79,1.99,1.17,1.06,0.67,1.66,0.73,2.14,2.02,1.47,2.06,1.56,2.07,1.87,2.09,0.53,0.93,0.8,0.17,0.94,3,1.14
May,,,,,,,,,,2.34,2.61,3.39,6.04,1.97,0.66,1.33,0.59,2.5,1.34,1.39,1.11,2.28,2.69,2.77,0.77,3.05,1.86,1.28,2.26,2.41,1.79,3.44,3.48,1.47,2.11,4.01,0.67,1.52,2.17,0.42,1.03
June,,,,,,,,,,1.43,2.07,3.01,1.01,1.84,0.81,3.38,4.07,0.97,1.08,1.6,1.67,2.29,0.43,2.05,2.02,3,4.24,1.26,1.98,0.54,2.14,1.26,1.75,2.64,2.65,2.64,2.89,1.35,4.88,1.64,4.69
July,,,,,,,,,0.63,0.9,3.95,3.17,3.68,1.81,0.89,0.51,5.74,2.89,2.52,4.16,3.09,4.42,1.62,1.25,2.17,2.32,1.87,1.99,2.19,2.28,1.59,1.13,0.3,2.9,2.73,1.39,2.43,2.91,4.65,1.53,3.43
August,,,,,,,,,3.54,1.88,3.01,3.06,1.85,0.72,1.77,1.61,0.62,0.79,2.03,3.21,0.17,3.1,2.04,1.56,1.74,1.34,4.45,0.25,4.72,1.28,2.98,5.78,3.44,2.24,3.64,0.55,5.3,3.39,2.1,1.38,2.52
September,,,,,,,,,0.7,0.56,3.15,2.77,2.5,1.29,1.44,3.25,2.54,1.13,1.61,0.95,0.59,0.46,0.8,1.49,3.34,1.24,3.6,1.17,2.96,2,3,1.25,1.68,1.61,2.04,1.53,1.87,4.8,2.31,0.12,3.79
October,,,,,,,,,3.95,3.73,2.2,0.59,2.91,2.48,1.54,2.7,1.08,2.07,2.13,4.27,3.1,1.76,3,2.17,2.72,2.87,0.95,0.26,3.12,5.21,0.54,0.84,3.17,2.73,3.54,1.43,1.49,1.13,2.43,2.54,5.65
November,,,,,,,,,3.44,5.46,2.46,2.44,1.95,1.51,1.77,3.91,1.84,1.2,2.14,3.75,4.69,2.82,2.14,1.74,3.13,0.16,5.25,1.55,1.44,2.98,3.34,4.56,2.18,1.12,5.13,1.8,0.77,1.88,2.31,2.91,3.44
December,,,,,,,,,1.86,4.74,2.35,0.88,0.63,0.28,3.58,3.21,1.85,1.54,3.22,1.23,1.77,0.98,2.37,0.93,1.51,2.35,2.54,1.63,3.62,1.12,1.3,1.97,2.44,0.77,2.09,2.02,3.1,2.38,2.99,4.06,3.29
Total,,,,,,,,,,24.19,31.32,26.82,26.85,20.48,18.59,25.55,26.57,23.9,19.42,30.14,24.14,25.96,20.7,20.47,23.13,21.53,31.76,19.45,29.6,23.2,23.61,30.89,25.31,21.74,30.11,22.29,24.87,26.04,32.6,22.99,36.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
