"HINKLEY S WKS",,,,,,,,,,,,
Grid ref,SP422928,Long,-1.379345,Lat,52.531440,,,,,,,
Station no,2497/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.23,2.27,1.21,0.93,1.74,4.03,1.38,2.78,3.44,4.57,,
February,2.83,0.53,1.52,2.46,1.87,0.56,2.84,3.37,0.06,1.87,,
March,3.53,2.20,1.44,2.26,2.38,0.96,2.29,1.67,1.89,1.37,,
April,2.07,1.87,2.09,0.53,0.93,0.80,0.17,0.94,3.00,1.14,,
May,3.44,3.48,1.47,2.11,4.01,0.67,1.52,2.17,0.42,1.03,,
June,1.26,1.75,2.64,2.65,2.64,2.89,1.35,4.88,1.64,4.69,,
July,1.13,0.30,2.90,2.73,1.39,2.43,2.91,4.65,1.53,3.43,,
August,5.78,3.44,2.24,3.64,0.55,5.30,3.39,2.10,1.38,2.52,,
September,1.25,1.68,1.61,2.04,1.53,1.87,4.80,2.31,0.12,3.79,,
October,0.84,3.17,2.73,3.54,1.43,1.49,1.13,2.43,2.54,5.65,,
November,4.56,2.18,1.12,5.13,1.80,0.77,1.88,2.31,2.91,3.44,,
December,1.97,2.44,0.77,2.09,2.02,3.10,2.38,2.99,4.06,3.29,,
Total,30.89,25.31,21.74,30.11,22.29,24.87,26.04,32.60,22.99,36.79,,
Calc annual,30.89,25.31,21.74,30.11,22.29,24.87,26.04,32.60,22.99,36.79,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
