"LAPWORTH CROFT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4698,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.89,2.77,3.88,,,,,,,,,
February,1.09,0.12,2.62,,,,,,,,,
March,2.31,1.43,1.86,,,,,,,,,
April,4.60,1.57,3.31,,,,,,,,,
May,2.66,1.42,1.21,,,,,,,,,
June,2.47,0.42,0.69,,,,,,,,,
July,4.93,0.37,5.15,,,,,,,,,
August,1.84,3.78,6.28,,,,,,,,,
September,2.62,0.93,2.56,,,,,,,,,
October,2.69,2.37,0.30,,,,,,,,,
November,0.60,2.19,1.19,,,,,,,,,
December,2.51,1.74,3.44,,,,,,,,,
Total,31.21,19.11,32.49,,,,,,,,,
Calc annual,31.21,19.11,32.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
