"UPPER HEYDEN",,,,,,,,,,,,
Grid ref,SE099035,Long,-1.852128,Lat,53.528070,,,,,,,
Station no,2760,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.00,,,,,,,,,,,
February,6.00,,,,,,,,,,,
March,7.70,,,,,,,,,,,
April,3.96,,,,,,,,,,,
May,4.92,,,,,,,,,,,
June,2.00,,,,,,,,,,,
July,4.71,,,,,,,,,,,
August,7.40,,,,,,,,,,,
September,4.00,,,,,,,,,,,
October,1.35,,,,,,,,,,,
November,12.63,,,,,,,,,,,
December,8.50,,,,,,,,,,,
Total,71.17,,,,,,,,,,,
Calc annual,71.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
