"BATH (COMBE LODGE)",,,,,,,,,,,,
Grid ref,ST762623,Long,-2.343202,Lat,51.359266,,,,,,,
Station no,1982,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,2.83,,,,,,,,,,
February,4.69,0.84,,,,,,,,,,
March,3.36,3.04,,,,,,,,,,
April,3.63,1.53,,,,,,,,,,
May,2.71,4.49,,,,,,,,,,
June,1.58,2.55,,,,,,,,,,
July,1.36,1.17,,,,,,,,,,
August,5.25,4.12,,,,,,,,,,
September,3.32,3.40,,,,,,,,,,
October,0.86,,,,,,,,,,,
November,8.31,,,,,,,,,,,
December,2.67,,,,,,,,,,,
Total,40.89,,,,,,,,,,,
Calc annual,40.89,23.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
