"DAER",,,,,,,,,,,,
Grid ref,NS954069,Long,-3.650940,Lat,55.344961,,,,,,,
Station no,5158/8/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.09,12.00,4.65,7.60,8.10,6.00,10.45,10.40,5.20,9.05,,
February,7.05,5.50,3.00,7.35,3.50,2.20,6.85,8.15,3.55,10.25,,
March,6.70,5.00,1.50,7.00,3.40,4.60,6.55,2.75,7.05,2.90,,
April,7.10,5.00,4.80,2.00,4.00,1.50,4.80,2.85,7.30,8.35,,
May,3.00,4.00,4.90,7.20,6.00,4.20,3.90,5.40,2.30,3.20,,
June,3.00,4.00,3.05,7.95,4.45,6.40,2.30,4.80,5.15,4.90,,
July,5.22,5.00,10.00,7.35,3.15,8.40,5.95,5.75,6.85,5.55,,
August,12.00,6.00,5.00,7.40,2.90,9.30,7.03,5.75,1.65,5.60,,
September,8.00,4.00,8.65,12.90,6.70,7.60,6.00,8.20,2.10,5.25,,
October,1.00,7.00,7.50,15.00,5.25,5.70,7.85,6.85,8.70,6.20,,
November,16.50,4.50,11.00,16.05,4.50,4.00,3.40,2.95,14.00,14.05,,
December,14.80,6.50,8.70,11.20,10.55,11.25,9.05,7.30,14.60,7.90,,
Total,91.46,68.50,72.75,109.00,62.50,71.15,74.13,71.15,78.45,83.20,,
Calc annual,91.46,68.50,72.75,109.00,62.50,71.15,74.13,71.15,78.45,83.20,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
