"WESTBURY (SEC. MOD. SCHOOL)",,,,,,,,,,,,
Grid ref,ST869509,Long,-2.189108,Lat,51.257110,,,,,,,
Station no,1477/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.16,2.79,0.77,2.72,3.19,4.23,1.88,2.71,3.85,2.82,,
February,5.22,0.74,1.68,3.27,2.48,0.14,3.88,3.15,0.28,2.67,,
March,3.37,2.57,0.83,3.30,1.45,0.83,1.96,1.22,3.72,2.15,,
April,3.11,1.61,2.18,0.16,0.84,1.18,0.38,0.93,2.53,0.79,,
May,2.94,4.72,2.20,2.47,4.84,0.33,1.42,2.90,3.45,1.15,,
June,0.73,1.76,1.33,4.00,2.61,1.75,1.60,3.15,0.01,2.58,,
July,1.45,0.71,3.15,2.73,0.08,2.23,3.47,2.26,3.13,3.23,,
August,4.53,3.47,1.88,3.87,0.34,2.72,3.06,3.86,1.34,4.74,,
September,4.75,3.59,3.51,2.82,,1.14,1.23,4.12,0.10,3.06,,
October,0.61,4.06,3.22,2.10,,1.65,1.72,1.97,3.60,5.87,,
November,8.64,3.96,1.17,6.56,,0.51,2.52,2.18,4.06,3.82,,
December,2.41,2.51,0.58,2.81,4.11,3.68,2.29,3.25,6.60,3.86,,
Total,40.92,32.49,22.50,36.81,,20.39,25.41,31.70,32.67,36.74,,
Calc annual,40.92,32.49,22.50,36.81,19.94,20.39,25.41,31.70,32.67,36.74,,
Difference,0.00,0.00,0.00,0.00,NaN,-0.00,0.00,0.00,0.00,0.00,,
