"EARLSWOOD SEWAGE FARM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,117,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.56,1.50,2.52,4.26,0.63,3.95,1.24,1.30,3.40,3.65,,
February,3.54,1.31,1.79,0.76,4.19,4.86,4.73,0.86,1.43,2.53,,
March,0.96,1.82,3.73,2.62,5.23,0.52,3.90,1.89,0.97,3.93,,
April,1.93,1.89,0.02,2.92,1.08,1.21,1.27,2.40,3.86,2.42,,
May,2.13,1.79,1.38,2.63,1.23,3.13,2.72,1.75,1.32,0.13,,
June,1.51,2.08,4.03,0.33,0.69,1.14,2.32,1.52,0.69,1.01,,
July,2.40,0.42,1.11,3.01,2.11,3.71,1.41,4.24,5.55,1.92,,
August,2.33,0.40,5.31,1.91,0.74,1.78,3.42,5.03,1.17,2.21,,
September,0.65,1.28,2.97,1.19,0.85,1.56,1.82,2.23,5.14,1.04,,
October,2.46,4.20,2.69,4.26,1.61,2.69,5.00,3.73,1.66,0.93,,
November,3.51,5.19,2.53,2.68,3.50,2.76,6.03,1.60,2.29,1.74,,
December,3.73,6.56,3.36,1.34,7.48,6.64,2.71,2.65,2.42,4.51,,
Total,27.71,28.44,31.44,27.91,29.34,33.95,36.57,29.20,29.90,26.02,,
Calc annual,27.71,28.44,31.44,27.91,29.34,33.95,36.57,29.20,29.90,26.02,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
