ROSEWELL ASYLUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT266608,Long,-3.173462,Lat,55.834823,Elevation,695,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,2,5.21,2.79,0.9,0.58,2.15,2.42,3.27,4.63,2.36,5.45,,,,,,,,3.06,2.48,1.05,2.12,0.94,4.03,3.91,2.19,,,,,,,,
February,,,,,,0.62,3,2.49,1.19,2.55,1.98,2.28,1.64,1.72,2.46,2.6,2.22,,,,,,,,6.01,0.77,0.99,2.1,1.83,1.47,4.59,,,,,,,,,
March,,,,,,1.32,5.35,1.12,0.91,2.58,1.98,1.95,3.85,2.17,1.98,1.72,4.35,,,,,,,,2.15,3.21,2.21,3.48,1.65,2.66,1.58,,,,,,,,,
April,,,,,,1.01,2.53,2.52,1.88,2.99,3.73,0.86,1.86,0.83,1.26,2.4,1.96,,,,,,,,1.51,1.35,1.38,1.46,2.22,3.46,1.98,,,,,,,,,
May,,,,,,1.4,0.98,2.38,3.35,1.93,1.34,2.49,1.69,0.8,2.95,3.18,,,,,,,,,3.82,1.25,0.44,1.17,1.41,3.56,1.54,,,,,,,,,
June,,,,,,2.77,3.28,2.69,2.12,5.7,2.42,1.44,2.54,2.71,0.81,0.79,2.28,,,,,,,,2.65,1.43,3.55,4.23,2.06,1.46,2.72,,,,,,,,,
July,,,,,,3.63,1.9,4.6,0.77,7.61,3.4,3.88,3.58,4.04,5.81,1.06,3.36,,,,,,,,1.45,4.39,4.17,2.45,1.44,3.69,2.54,,,,,,,,,
August,,,,,,2.74,4.16,8.97,5.01,3.11,0.45,6.05,2.38,2.36,2,2.6,1.7,,,,,,,,4.8,4.55,1.37,4.43,4.08,0.56,4.64,,,,,,,,,
September,,,,,,4.09,4,1.26,3.21,1.77,3.34,3.59,2.18,3.19,2.55,4.08,4.01,,,,,,,,0.74,0.76,4.32,2.37,1.97,3.24,3.02,,,,,,,,,
October,,,,,,3.93,3.23,2.91,2.52,0.93,2.28,2.11,2.81,2.97,1.58,2.18,5.66,,,,,,,,2.49,4.11,5.17,1.15,3.19,2.11,4.34,,,,,,,,,
November,,,,,,4.44,3.44,2.81,3.51,2.68,4.81,3.03,2.28,2.82,1.88,1.52,2.49,,,,,,,,1.83,3,0.66,2.67,4.2,3.55,4.52,,,,,,,,,
December,,,,,,1.92,2.4,1.48,2.27,1.19,2.88,1.8,6.11,1.74,4.23,1.35,3.43,,,,,,,,1.99,2.78,4.15,3.42,3.47,3.1,6.03,,,,,,,,,
Total,,,,,,,36.27,38.44,29.53,33.94,29.19,31.63,33.34,28.62,32.14,25.84,,,,,,,,,32.5,30.08,29.46,31.05,28.46,32.89,41.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations started 9th January 1875 so incomplete month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
