"ROSEWELL ASYLUM",,,,,,,,,,,,
Grid ref,NT266608,Long,-3.173462,Lat,55.834823,,,,,,,
Station no,RR1182,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.91,2.19,,,,,,,,,,
February,4.59,,,,,,,,,,,
March,1.58,,,,,,,,,,,
April,1.98,,,,,,,,,,,
May,1.54,,,,,,,,,,,
June,2.72,,,,,,,,,,,
July,2.54,,,,,,,,,,,
August,4.64,,,,,,,,,,,
September,3.02,,,,,,,,,,,
October,4.34,,,,,,,,,,,
November,4.52,,,,,,,,,,,
December,6.03,,,,,,,,,,,
Total,41.41,,,,,,,,,,,
Calc annual,41.41,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
