BURTON ON TRENT HANBURY HALL,,,,,,,,,,,,
Grid ref,SK171279,Long,-1.747535,Lat,52.848334,,,,,,,
Station no,RR8052,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.04,4.00,1.14,1.09,1.30,,
February,,,,,,0.62,2.82,1.95,1.34,0.56,,
March,,,,,,2.78,1.85,1.25,2.73,3.36,,
April,,,,,,1.50,0.95,1.58,2.77,1.70,,
May,,,,,,0.56,2.69,4.29,3.88,1.58,,
June,,,,,,2.05,1.70,3.29,2.16,3.06,,
July,,,,,,2.22,1.12,3.84,2.64,3.16,,
August,,,,,,4.78,1.09,3.11,3.96,2.14,,
September,,,,,,1.79,1.40,0.90,2.16,3.01,,
October,,,,,,1.57,5.09,4.88,1.53,3.76,,
November,,,,,,2.75,2.82,2.59,1.65,0.68,,
December,,,,,,1.05,2.60,3.04,1.91,5.53,,
Total,,,,,,22.71,28.13,31.86,27.82,29.84,,
Calc annual,0.00,0.00,0.00,0.00,0.00,22.71,28.13,31.86,27.82,29.84,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
