GLEN GAIRN (CORNDAVON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ228021,Long,-3.276,Lat,57.103363,Elevation,1500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,4.02,5.02,3.21,1.33,2.53,3.48,3.62,4.87,1.02,2.67,2.57,2.63,2.93,3.25,1.66,3.4,8.43,3.94,3.32,0.92,6,4.3,2.9,2.9,6.08,2.32,3.75,3.79,2.87,2.57,3.29,1.22,1.56,2.89,1.65,5.22,3.4,3.05,4.47,5.53
February,,0.47,2.12,7.99,1.99,6.97,2.08,0.86,1.57,1.13,2.17,1.13,0.36,3.29,0.47,3.1,1.74,1.73,1.07,2.26,1.25,7.18,2.8,2.54,2.16,2.77,2.42,2.65,3.65,1.35,2.3,3.91,2.51,1.79,2.26,4.79,2.23,1.87,4.5,0.37,4.1
March,,2.96,1.98,1.27,0.63,3.39,1.31,3,3.21,0.21,1.22,0.87,2.32,1.1,1.88,1.91,1.7,2.73,0.49,2.44,1.65,2.13,3.4,1.19,0.85,1.35,2.42,4.5,1.86,1.44,2.93,2.12,2.08,0.66,3.5,4.17,2.25,2.93,3.27,1.58,1.8
April,,0.67,4.3,2.09,1.42,2.89,3.53,2.28,0.83,1.92,3.44,3.72,2.96,2.1,4.97,3.96,1.28,1.22,0.64,1.46,2.16,2.43,2.15,2.12,1.45,2.25,1,5.45,2.05,2.82,3.74,3.08,1.5,2.13,1.56,1.2,2.31,0.39,2.4,1.8,2.4
May,,2.58,1.35,6.72,3.69,3.79,2.36,3.85,3.03,2.31,1.33,2.88,5.23,1.17,3.03,1.46,1.81,1.98,3.18,0.96,1.62,3.62,3.03,2.36,3.3,4.98,2.58,3.3,3.64,2.24,1.47,2.97,3.38,2.59,6.56,2.78,0.83,1.9,3.41,1.7,0.9
June,,1.56,1.63,1.5,1.7,0.81,3.92,4.2,4.19,2.45,1.64,2.53,0.81,1.05,1.32,2.89,1.09,1.23,4.43,2.15,,0.44,1.88,2.1,2.94,2.68,2.4,3.47,5.62,1.6,0.99,2.4,2.48,5.42,2.52,0.79,3.64,2.83,3.62,2.31,1.7
July,,2.49,4.21,1.98,4.26,3.34,1.88,3.27,1.51,5.09,2.37,3.7,3.47,3.31,3.26,0.8,4.36,3.06,4.53,4.86,,3.11,2.72,1.93,2.6,2.54,5,4.19,3,1.76,2.7,2.81,0.85,4.63,2.44,0.58,4.67,5.93,6.04,3.35,2.6
August,,4.34,2.18,5.15,4.42,1.95,1.59,4.88,5.2,3.78,6.17,4.01,1.02,1.47,5.31,2.05,1.79,1.55,1.59,3.65,,5.45,2.89,4,1.6,3.04,4.68,0.17,7.14,4.46,2.71,4.78,3.64,2.97,2.92,0.72,6.5,4.03,2.72,1.09,4.7
September,,1.14,2.57,2.22,4.92,4.82,2.8,6.42,4.2,1.37,8.44,2.59,4.15,2.25,2.25,4.18,3.13,1.73,2.44,3.56,,1.24,3.68,3.93,5.58,3.5,5.47,3.84,2.66,1.59,6.09,1.13,3.22,1.98,2.97,1.89,3.54,3.89,2.92,0.4,3.2
October,,1.73,1.66,4.04,3.67,2.23,6.04,4.27,4.74,4.45,4.61,2.07,9.17,6.58,4.72,6.94,3.22,2.52,5.7,6.51,,6.17,5.57,3.37,5.85,4.21,0.39,2.12,2.7,2.37,1.57,1.17,4.44,1.21,5.98,5.61,3.99,2.01,2.53,5.17,9.5
November,,2.29,2.05,3.55,1.83,2.11,5.55,3.78,3.63,2.96,3.99,4.53,2.44,4.84,2.38,4.64,3.57,1.02,3.55,4.13,,4.89,1.49,3.67,5.03,1.25,5.95,3.37,1.14,3.08,5.03,8.17,4.54,1.82,5.35,1.9,1.42,2.83,0.8,6.2,3.8
December,,2.67,2.85,2.53,5.31,3.42,0.97,2.39,2.17,5.8,3.42,2.28,3.87,0.75,5.55,1.47,2.76,3.27,2.85,1.68,,3.48,2.37,0.83,3.72,6.79,3.45,2.43,4.64,3.28,2.7,2.96,2.69,2.77,4.99,4.99,4.64,3.46,4.72,5.16,2.6
Total,,26.92,31.92,42.25,35.17,38.25,35.51,42.82,39.15,32.49,41.47,32.88,38.43,30.84,38.39,35.06,29.85,30.47,34.41,36.98,,46.14,36.28,30.94,37.98,41.44,38.08,39.24,41.89,28.86,34.8,38.79,32.55,29.53,43.94,31.07,41.24,35.47,39.98,33.6,42.83
