BRITANNIA BRIDGE MENAI STRAITS,,,,,,,,
Grid ref,SH556714,Long,-4.163,Lat,53.22,Elevation,140,ft
Station no,RR2140,,,,,,,
,,,,,,,,
,1848,1849,1850,,,,,
January,,3.8,4.7,,,,,
February,,2.02,2.54,,,,,
March,,0.95,1.76,,,,,
April,,1.82,3.08,,,,,
May,,3.17,2.13,,,,,
June,,1.17,2.39,,,,,
July,,4.34,3.42,,,,,
August,4.24,5.31,,,,,,
September,3.92,3.5,,,,,,
October,6.53,5.83,,,,,,
November,3.94,4.4,,,,,,
December,3.61,2.3,,,,,,
Total,,38.61,,,,,,
