"DAER (CROOKBURN) OLD SITE",,,,,,,,,,,,
Grid ref,NS966056,Long,-3.631546,Lat,55.333538,,,,,,,
Station no,5162/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.47,9.96,4.04,6.94,7.30,,,,,,,
February,5.81,3.87,2.77,8.04,3.50,,,,,,,
March,5.01,5.11,1.45,6.04,3.50,,,,,,,
April,6.44,4.24,4.30,1.82,3.65,,,,,,,
May,3.03,3.63,4.83,7.18,5.20,,,,,,,
June,2.61,4.33,4.72,6.93,3.70,,,,,,,
July,4.44,4.63,9.34,6.23,2.90,,,,,,,
August,10.52,5.61,4.79,6.91,2.40,,,,,,,
September,7.66,2.93,7.78,11.30,6.00,,,,,,,
October,0.99,7.95,6.77,15.00,5.01,,,,,,,
November,15.70,4.57,10.68,14.75,,,,,,,,
December,12.65,6.88,7.63,9.20,,,,,,,,
Total,83.33,63.71,69.10,100.34,,,,,,,,
Calc annual,83.33,63.71,69.10,100.34,43.16,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
