TEIGNMOUTH-BONNICLIFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX946740,Long,-3.489274,Lat,50.556224,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,4.77,2.63,1.58,3.19,4.77,4.31,0.52,2.45,0.58,5,5.6,2.4,1.26,3.56,4.78,1.44,5.75,1.2,1.01,1.37,3.36,0.92,4.5,6.3,0.74,3.43,1.25,0.95,3.33,,,,,,4.59,5.43,5.19,4.51,4.62,2.2,5.8,,,,,,,,,,
February,1.49,0,1.97,4.87,1.36,0,0.56,3.53,1.86,5.15,5.72,1.19,1.71,2.13,6.21,1.05,3.7,1.15,1.54,0.42,5.16,1.36,3.74,1.19,5.02,7.31,6.07,0.91,1.05,,,,,,1.34,5.07,2.6,3.46,2.57,3.38,1.55,,,,,,,,,,
March,1.44,2.77,1.1,0.11,1.37,2.96,2.99,4.72,1.47,0.51,1.45,4.09,1.86,4.42,1.91,5.27,0.77,0.58,3.23,5.43,0.67,2.68,5.13,3.59,6.14,0.79,3.46,3.41,1.13,,,,,,1.93,0.29,0.56,3.81,3.76,0.14,2.64,,,,,,,,,,
April,3.24,1.54,0.74,0.35,2.5,2.09,0.14,3.71,1.73,3.02,1.2,3.37,2.84,1.82,1.17,2.96,1.17,4.6,2.27,1.88,2.17,1.17,0.03,3.55,1.63,1.05,0.29,0.95,1.87,,,,,,3.32,2.57,2.98,1.94,1.83,1.24,3.24,,,,,,,,,,
May,2.17,3.17,0.62,1.31,2.88,0.72,0.02,1.8,3.45,2.13,1.78,1.58,3,2.5,2.03,0.88,1.77,3.02,1.48,1.19,2.8,0.78,1.4,3.19,2.03,3.47,1.69,1.79,1.24,,,,,,5.27,4.06,0.73,0.53,1.33,2.83,1.46,,,,,,,,,,
June,2.22,2.63,1.55,0.64,1.92,1.28,2.85,2.37,1.59,0.97,2.72,1.68,2.89,2.54,1.15,2.59,2.13,1.9,0.71,3.98,1.76,2.99,4.22,0.53,1.56,2.48,2.4,2.09,0.77,,,,,,2.74,0,3.04,2.53,1.94,2.24,0.14,,,,,,,,,,
July,1.91,3.16,1.31,3.49,5.16,2.72,1.25,1.94,0.19,1.6,0.58,2,1.96,3.11,5.12,0.61,0.8,1.91,1.26,2.46,2.78,0.65,2.72,0.43,4.09,5,0.86,1.79,4.1,,,,,,4.49,2.41,0.99,3.45,1.66,1.59,2.29,,,,,,,,,,
August,3.25,5.5,3.75,0.99,2.58,2.66,1.18,3.6,1.62,3.73,2,1.42,2.37,3.47,2.65,3.59,1.28,0.57,3.72,2.13,4.05,0.63,5.68,0.95,2.62,2.17,4.59,5.05,2.13,,,,,,2.79,1.87,1.29,2.93,2.26,1.42,3.72,,,,,,,,,,
September,0.73,1.74,1.9,1.32,3.23,0.42,4.83,2.9,1.04,1.82,0.93,3.27,3.58,3.3,1.58,1.8,0.78,0.53,2.45,1.45,0.25,1.8,0.96,2.25,2.86,1.52,2.75,1.42,5.66,,,,,,4.89,3.52,1.3,4.74,2.24,0.29,4.56,,,,,,,,,,
October,0.67,9.15,4.76,1.96,6.53,3.96,2.94,0.97,5.1,1.96,1.71,1.61,3.21,7.24,1.9,2.16,5.2,7.3,2.36,5.76,4.44,4.13,4.28,6.28,3.24,6.45,5.16,3.38,1.5,,,,,,6.32,3.03,3.7,2.72,5.61,6.11,3.5,,,,,,,,,,
