"FOREST ROW, HINDLEAP LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,572,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.71,4.49,5.76,1.57,2.80,4.66,5.27,3.74,5.60,1.16,4.01,
February,0.66,0.69,3.35,4.30,1.05,4.55,3.52,5.64,2.17,0.75,1.13,
March,2.28,2.12,2.47,3.96,2.35,1.03,0.49,4.35,2.92,0.05,1.49,
April,3.01,1.50,3.84,3.23,3.79,3.53,4.33,2.39,2.54,0.98,2.32,
May,1.26,2.14,1.18,4.11,5.34,3.84,2.26,1.11,1.57,2.74,2.99,
June,1.15,0.09,2.60,0.43,3.27,0.14,4.93,5.55,3.24,2.21,1.02,
July,4.93,0.51,4.68,3.43,5.54,4.46,1.93,3.62,2.11,2.05,3.11,
August,1.83,3.15,3.81,2.26,3.35,2.60,2.80,6.03,2.78,4.39,4.66,
September,4.08,1.00,2.86,2.59,4.19,2.66,0.63,5.39,1.25,0.92,3.89,
October,2.03,2.44,1.49,8.36,4.45,4.73,3.48,3.21,7.85,4.77,2.02,
November,2.38,2.26,2.70,2.44,4.23,4.19,8.83,4.14,4.40,9.72,7.08,
December,4.41,2.52,4.49,3.96,5.90,4.54,0.60,4.76,4.21,8.24,3.49,
Total,32.73,22.91,39.23,40.64,46.26,40.93,39.07,49.93,40.64,37.98,37.21,
Calc annual,32.73,22.91,39.23,40.64,46.26,40.93,39.07,49.93,40.64,37.98,37.21,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
