"FOREST ROW HINDLEAP LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,572,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.30,1.43,2.87,4.55,1.10,3.77,2.22,1.30,3.89,6.20,,
February,4.26,1.67,3.11,1.07,4.92,4.69,5.01,1.27,1.70,2.47,,
March,1.47,3.11,5.38,3.43,5.90,0.76,4.50,2.07,1.04,5.16,,
April,2.10,1.87,0.08,3.37,1.64,1.58,1.89,2.29,3.38,2.75,,
May,2.25,1.77,1.43,1.68,0.92,4.55,2.62,1.87,1.72,0.53,,
June,3.00,2.01,3.12,0.61,0.61,0.69,3.18,2.65,1.71,1.17,,
July,3.02,0.70,1.52,3.62,2.33,4.53,1.31,3.45,6.20,2.52,,
August,3.16,1.67,6.52,1.98,0.83,2.59,3.53,8.18,1.52,3.19,,
September,0.29,2.15,3.58,2.42,1.37,2.25,1.83,2.36,6.67,1.71,,
October,3.46,5.25,3.79,5.60,2.51,3.14,5.25,4.91,2.44,1.05,,
November,4.88,7.10,3.56,4.59,4.20,3.00,5.50,1.97,2.68,2.72,,
December,3.93,7.90,3.87,1.87,9.22,7.92,3.41,2.50,3.31,5.66,,
Total,35.12,36.63,38.83,34.79,35.55,39.47,40.25,34.82,36.26,35.13,,
Calc annual,35.12,36.63,38.83,34.79,35.55,39.47,40.25,34.82,36.26,35.13,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
