GREAT MALVERN BRITISH CAMP RES S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO764399,Long,-2.34561,Lat,52.056974,Elevation,677,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,0.67,1.82,0.61,4.14,3.75,1.35,0.56,3.14,2.75,0.99,4.54,1.27,0.9,1.13,2.33,0.83,4.87,3.89,0.82,3,1.06,1.06,2.74,3.48,3.17,2.92,3.33,1.14,3.53,1.93,3.35,3.2,3.83,1.13,3.53,1.03,2.31,1.66,2.02,0.71,3.53,3.38,2.65,5.61,4.02,4.58,3.96,5.01,2.06,1.12,2.04,1.99,3.84,1.32,0.14,2.42,1.83,0.61,1.85,3.33,3.68,1.44,1.94,3.94,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.29,3.03,1.16,2.85,4.26,0.88,1.24,1.8,4.57,0.9,1.68,0.89,1.07,0.38,3.24,1.61,2.17,1.17,2.5,3.36,4.04,1.24,1.15,3.13,0.69,0.2,2.87,5.14,0.47,2.8,2.22,2.68,2.09,0.78,0.65,1.76,0.12,2.74,0.41,1.55,2.8,4.07,0.47,1.04,2.66,2.36,0.51,1.26,0.73,1.53,1.48,1.79,1.16,0.84,4.25,3.24,0.49,1.32,1.95,1.46,0.34,2.14,3.95,0.03,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.78,3.08,0.43,0.32,1.08,1.38,1.25,3.53,1.4,3.82,1.37,0.78,2.84,2.72,0.84,2.11,4.18,4.9,3.31,0.96,4.09,2.35,1.54,4.77,3.48,1.26,2.32,1.83,1.22,0.32,0.35,2.36,3.23,0.07,2.2,0.14,1.72,2.36,1.93,0.68,2.31,3.02,0.16,1.44,1.37,2.04,2.69,1.22,0.41,0.64,0.8,6.24,1.12,1.34,1.27,4.01,2.38,0.86,1.68,2.3,0.86,2.09,1.52,2.14,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.8,1.9,2.16,1.99,1.25,2.45,2.03,2.09,1.37,2.97,1.26,1.98,3.38,2.14,2.06,1.3,0.11,4.29,1.34,1.15,1.11,1.45,2.6,1.86,4.58,0.9,2.03,2.56,2.98,1.73,2.76,1.28,0.83,0.91,2.76,3.25,3.52,1.81,2.85,4.22,2.18,2.38,0.06,2.56,2.62,1.64,0.9,0.93,1.19,0.94,2.27,2.4,1.92,2.76,1.69,2.6,2.05,2.48,0.34,0.94,2.31,0.08,0.44,2.37,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.3,1.15,4.16,2.42,2.36,1.05,2.22,5.09,2.02,0.52,2.74,3.04,2.14,1.11,1.35,1.08,3.39,2.9,1.67,3.86,3.45,3.9,1.56,0.98,1.75,1.49,0.75,1.67,5.76,3.46,3.24,0.9,0.93,1.67,1.99,4.34,6.37,2.18,1.23,0.8,0.66,3,1.58,0.96,2.37,2.47,3.4,3.61,0.73,2.45,3.09,2.2,3.32,2.43,2.29,4,3.28,2.57,1.85,4.32,0.74,1.71,2.09,0.8,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.96,2.66,0.63,1.8,2.3,2.93,2.74,3.61,0.76,3.91,3.27,2.57,1.2,2.95,3.08,2.22,4.54,0.89,3.13,1.31,1.81,2.29,0.91,0.95,2.84,0.54,0.64,0.32,2.56,0,1.43,3.03,1.94,1.74,1.28,4.06,1.44,2.49,1.54,2.78,4.28,0.76,1.01,1.82,0.65,1.89,0.1,1.49,1.78,3.21,1.89,1.48,2.19,0.52,1.79,1.46,1.8,1.86,3.91,4.67,1.9,0.94,3.59,0.99,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.18,1.51,1.22,0.79,2.33,2.98,1.1,2.48,2.78,0.83,0.94,2.86,2.59,2.5,2.07,0.3,4.65,0.94,4.06,5.12,1.95,1.64,3.56,2.95,4.27,0.41,4.55,2.97,4.76,3.13,1.72,2.96,1.24,1.66,3.46,3.71,2.09,1.88,1.32,0.47,4.75,3.06,2.84,4.71,2.73,2.61,1.22,1.18,2.13,2.49,1.51,1.31,0.9,1.85,2.45,0.66,0.72,3.38,2.19,2.02,2.64,2.83,3.45,1.55,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.7,4.17,3.05,1.06,3.03,2.32,3.3,3.7,1.94,5.34,1.03,2.7,3.46,2.35,6.46,1.7,8.75,1.57,1.52,3.17,3.27,6.12,1.37,2.42,0.69,3.08,3.54,1.61,3.6,1.98,2.94,4.81,2.22,1.24,2.73,5.13,3.02,0.59,2.1,1.47,0.29,0.26,2.92,1.88,0.27,3.59,3.21,2.09,2.95,3.03,5.01,1.27,4.67,2.12,3.48,3.88,4.18,4.23,3.37,0.4,2.93,4.55,2.11,1.25,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,4.98,2.47,0.47,3.05,0.63,1.41,2.7,3.2,2.79,1.25,0.78,0.75,2.23,3.6,0.5,1.57,0.88,3.25,1.28,0.82,1.17,1.84,5.44,1.74,2.53,1.14,2.25,1.9,5.08,3.6,0.53,4.22,0.86,0.44,4.08,2.38,3.63,1.97,2.07,3.62,3.68,2.97,1.43,0.51,0.75,0.86,1.74,1.84,2.33,2.04,2.93,1.28,2.62,2.19,3.1,2.68,1.83,2.36,1.25,1.3,3.87,3.95,5.15,0.12,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.42,1.46,4.25,2.47,3.5,1.18,2.81,6.8,0.59,1.67,5.65,7.58,2.16,3.75,3.7,2.45,3.69,5.79,1.77,4.37,3.74,2.92,1.11,2.46,2.44,1.49,0.45,5.02,4.37,3.03,2.59,1.84,4.93,4,2.16,0.76,4.39,3.88,1.39,2.96,1.43,2.63,1.89,2.8,3.92,2.39,2.21,1.89,4.17,2.88,0.61,0.52,2.46,5.19,0.71,0.96,4.05,2.35,2.8,1.13,1.28,0.84,2.05,2.2,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,0.53,1.88,1.75,2.31,2.29,1.02,3,1.49,1.42,3.19,2.92,2.44,1.51,0.66,4.31,3.21,1.53,3.19,3.08,2.36,2.46,0.97,1.53,1.48,0.88,1.68,1.18,1.32,2.64,1.26,6.23,3.35,2.38,7.85,3.59,3.67,1.59,0.76,2.05,5.96,2.26,1.51,2.42,4.03,6.02,2.58,1.18,1.77,3.84,0.3,4.55,1.84,1.57,2.99,4.56,6.56,3.38,1.2,6.44,3.28,0.71,1.58,3.04,4.29,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
