SOUTH-FARNBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU867544,Long,-0.758267,Lat,51.282153,Elevation,226,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.94,0.89,1.34,3.5,4.04,2.43,2.31,3.34,1.83,2.83,2.71,4.52,1.74,3.52,1.3,4.03,1.51,2.67,2.01,2.27,0.8,5.32,6.12,2.48,4.87,3.02,2.31,2.73,5.49,1.39,1.45,1.99,1.8,4.62,0.92,0.53,3.36,1.99,0.79,1.43,3.03,3.94,1.43,2.41,2.58,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.61,4.23,0.79,1.07,2.41,0.34,0.39,2.42,4.61,0.47,4.4,2.03,4.35,1.96,0.55,0.8,1.52,0.22,4.39,0.07,3.19,2.41,4.32,0.5,1.16,2,2.07,0.67,1.29,0.89,1.71,2.42,1.2,1.06,1.2,4.21,5.38,0.69,1.38,2.77,1.5,0.23,3.52,2.36,0.14,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,4.25,0.74,4.26,1.97,0.83,3.96,1.69,0.93,2.02,2.64,1.22,0.79,0.35,3.31,2.4,0.03,1.24,0.21,1.53,3.15,2.5,0.41,1.88,4.06,0.22,1.08,2.98,3.58,1.68,0.35,0.13,0.47,0.93,4.22,0.75,1.19,0.86,3.9,2.46,0.43,2.35,0.96,0.53,1.31,1.84,2.49,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.19,0.95,0.83,1.81,3.15,2.28,3.55,0.68,2.71,2.53,3.37,2.33,2.94,2.45,2.36,0.72,1.93,3.62,2.33,0.84,1.73,3.31,2.22,1.92,0.07,2.45,1.49,1.34,1.56,1.26,0.9,1.22,1.64,2.11,1.5,2.29,2.84,2.63,1.54,2.05,0.24,0.21,0.93,0.37,0.98,2.03,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.46,2.95,1.48,1.97,1.57,0.13,0.95,1.23,0.83,2.67,3.39,2.62,1.3,1.17,1.61,2.2,2.17,3.06,4.58,2.53,0.63,1.28,0.95,2.46,1.23,1.51,1.04,2.12,2.82,2.72,0.78,1.54,3.41,1.7,3.16,2.23,1.76,2.82,2.39,1.83,3.17,3.5,0.2,1.15,2.16,0.73,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.69,1.02,1.67,2.24,1.3,0.98,1.88,0.15,1.04,0.32,2.56,0,2.65,2.88,2.3,1.15,0.33,2.59,1.41,2.06,1.71,3,4.51,1.93,0.43,1.13,1,1.95,0.33,1.12,2.2,2.11,2.76,1.87,1.59,0.7,1.13,1.01,1.39,1.35,2.87,2.74,1.99,1.13,2.98,0.88,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.72,4.84,0.63,4.41,5.75,2.48,4.95,0.55,4.66,1.56,5.64,3.04,1.65,4.02,1.7,2.37,2.15,3.5,2.07,1.53,1.93,1.74,3.23,0.78,1.56,2.76,2.45,2.84,1.52,1.66,1.69,4.68,2.32,1.81,0.83,0.51,4.16,1.85,0.72,2.81,2.32,0.47,3.12,3.63,1.45,3.41,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.38,1.53,3.79,4.84,1.18,2.55,1.46,1.3,2.77,2.15,2.61,3.6,0.95,3.27,1.8,1.33,3.2,4.13,1.96,0.65,2.22,3.52,0.63,1.68,1.85,1.7,0.11,4.65,2.54,1.89,1.2,1.38,4.23,0.36,2.39,1.39,3.82,4.45,2.59,2.02,3.04,0.97,2.72,1.46,4.25,1.58,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,0.89,2.05,1.9,1.61,5.63,1.45,1.58,1.39,1.85,1.58,3.71,3.09,1.22,5.39,1.28,0.22,3.11,1.93,2.32,2.66,1.32,3.85,2.43,2.19,0.98,1.32,1.37,0.13,1,1.53,2.16,2.03,4.03,1.15,1.54,1.2,2.92,2.27,3.45,1.97,2.17,1.78,3.5,2.88,3.8,0.04,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.9,3.04,3.89,3.23,1.38,0.65,1.79,0.74,0.92,5.6,3.79,3.24,2.24,1.34,4.79,3.39,1.27,0.5,4.29,2.04,1.31,3.34,2.29,2.52,2.63,4.8,3.12,1.13,3.37,3.15,3.75,3.84,0.82,0.44,2.19,6,0.39,0.85,3.57,3.14,2.12,4.17,2.17,1.59,2.41,2.39,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,2.75,2.21,4.19,0.87,2.56,1.39,1.25,1.75,1.76,1.67,2.72,1.8,5.78,3.81,1.97,6.6,4.96,3.04,1.14,0.76,2.27,5.6,3.13,1.73,3.2,4.59,7,2.77,1.88,1.52,3.79,0.19,4.92,0.87,1.5,2.68,5.26,7.41,3.32,1.72,4.75,2.4,0.72,2.98,2.61,2.81,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,9.01,6.26,2.88,1.3,2.28,5.16,2.14,1.33,4.1,2.76,4.99,3.85,0.25,4.59,2.25,7.53,2.52,0.54,0.51,0.5,6.35,3.05,2.93,4.07,3.28,1.07,1.2,1.33,3.36,1.37,2.36,3.67,2.56,2.34,3.64,1.22,1.71,2.23,2.8,0.65,2.49,2.58,3.62,2.2,2.34,4.5,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,29.99,34.14,30.64,26.38,30.2,27.48,24.01,12.75,28.42,29.92,37.3,31.47,25.88,38.32,27.94,27.39,27.71,26.15,25.03,23.12,24.31,33.09,31.93,33.78,18.43,28.44,26.78,26.22,23.46,23.35,21.24,24.29,32.03,19.87,24.77,21.53,29.59,38.16,26.91,20.14,29.72,24.31,23.67,23.65,29.59,23.58,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 Jan-1914 Feb. Values removed as from Farnborough School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
