"WOKING (GOLDSWORTH ROAD DEPOT)",,,,,,,,,,,,
Grid ref,SU998587,Long,-0.569295,Lat,51.318664,,,,,,,
Station no,221/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,2.07,0.84,1.15,2.49,3.91,1.63,2.34,2.25,2.48,,
February,6.15,0.76,1.34,2.40,1.56,0.25,3.43,2.44,0.07,2.24,,
March,3.91,2.57,0.46,2.33,1.00,0.63,1.35,1.59,2.86,1.48,,
April,2.56,1.67,2.34,0.30,0.23,1.09,0.26,1.11,2.03,0.65,,
May,2.46,2.24,1.81,2.58,3.40,0.30,1.28,2.78,0.70,1.70,,
June,0.94,2.18,1.55,3.65,2.48,1.88,0.94,3.47,0.85,1.79,,
July,1.65,0.56,4.03,2.65,0.31,3.53,2.86,1.18,2.10,3.15,,
August,3.55,2.91,1.71,3.05,1.68,4.06,2.76,3.91,1.68,2.92,,
September,2.01,3.72,2.12,2.11,1.31,2.43,3.05,3.87,0.20,2.54,,
October,0.57,2.91,2.97,2.10,3.35,1.95,1.67,2.59,2.82,7.00,,
November,7.04,3.32,1.67,4.75,1.56,0.65,2.75,2.20,3.10,4.37,,
December,2.19,2.74,0.72,2.62,2.43,3.58,2.24,2.95,4.49,2.71,,
Total,36.04,27.65,21.56,29.69,21.80,24.26,24.22,30.43,23.15,33.03,,
Calc annual,36.04,27.65,21.56,29.69,21.80,24.26,24.22,30.43,23.15,33.03,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
