OSBORNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ514947,Long,-1.2725,Lat,50.7499,Elevation,177,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,6.92,1.61,6.23,2.93,3.83,2.76,3.14,1.15,5.66,7.67,4.33,5.17,3.25,4.41,4.05,5.76,2.52,1.95,3.14,3.18,6.59,1.17,1.39,4.64,3.61,1.26,1.92,4.04,4.98,2.73,4.55,3.58,4.68
February,,,,,,,,,2.24,1.29,0.9,2.36,0.13,4.3,0.13,4.32,3.32,6.02,0.72,1.47,3.8,3.39,0.63,2.09,0.76,2.42,3.19,2.93,1.41,1.41,6.22,7.66,0.87,1.33,3.22,2.05,0.23,4.72,2.95,0.17,3.15
March,,,,,,,,,3.59,0.26,1.65,1.36,1.4,3.92,3.51,1.03,2.27,3.92,0.46,1.65,3.3,4.78,3.38,0.85,0.23,0.95,1.45,7.11,1,2.07,1.91,5.18,3.47,0.41,4.07,1.17,0.49,1.9,1.2,2.59,2.34
April,,,,,,,,,2.26,1.11,2.71,3.5,2.99,1.24,2.57,3.51,1.89,2.98,0.01,2.62,0.96,1.96,1.97,0.97,1.52,1.54,2.83,2.4,2.11,1.72,2.65,3.57,2.35,1.49,0.36,0.54,2.08,0.06,0.56,2.61,1.1
May,,,,,,,,,1.41,2.84,2.06,3.97,6.11,2.51,1.17,1.2,0.41,3.3,1.66,1.12,0.57,2.54,3.58,2.44,0.52,2.01,3.66,1.18,3.28,1.7,2.13,2.79,2.42,2.9,2.36,3.51,0.29,0.98,2.82,0.58,1.94
June,,,,,,,,,2.49,1.82,0.47,2.18,1.77,1.73,1.48,2.98,4.08,0.95,0.85,1.95,0.27,1.06,0.55,1.91,1.61,2.6,3.45,1.73,2.16,0.78,1.69,1.69,1.7,4.62,3.51,2.69,2.25,1.39,3.77,0.78,1.83
July,,,,,,,,,1.9,1.4,2.08,4.07,3.2,1.95,0.65,3.26,3.92,1.75,2.2,3.49,3.53,2.2,1.92,2.39,3.52,3.42,1,1.18,1.13,0.28,4.11,3.61,0.6,3.66,4.02,0.78,2.9,4.28,1.98,1.77,3.51
August,,,,,,,,,2.13,1.86,3.7,3.32,1.45,0.84,2.48,4.26,0.28,1.41,1.55,1.94,0,5.25,3.46,1.62,1.89,2.12,4.94,1.41,4.31,1.86,3.68,5.52,2.4,2,2.55,1.59,3.29,2.69,4.09,2.05,5.25
September,,,,,,,,,1.39,0.65,3.92,2.43,3.25,4.11,2.92,4.27,2.91,2.7,2.57,0.8,1.64,1.1,2.64,1.73,1.75,3.12,4.03,1.41,2.71,3.11,4.78,3.72,6.24,3.3,3.37,2.09,3.78,3.36,5.12,0.18,6.14
October,,,,,,,,,7.91,4.76,3.12,0.79,7.22,2.43,2.47,4.61,1.08,4.59,4.99,8.74,4.82,1.07,4.14,5.23,5.28,3.93,1.11,1.57,2.54,11.09,1,1.48,4.31,3.76,2.83,3.08,1.43,2.48,3.45,3.23,8.11
November,,,,,,,,,3.88,9.09,5.77,4.97,2.52,0.89,4.22,8.4,6.01,3.17,5.71,8.64,9.84,3.73,1.66,1.59,6.68,0.44,6.31,1.74,2.13,4.43,6.54,12.29,5.12,2.6,6.37,2.53,0.69,3.22,2.64,4.55,6.91
December,,,,,,,,,4.18,8.95,4.34,0.87,1.56,0.96,10.59,4.21,3.53,6.9,3.66,2.41,2.89,2.13,4.63,3.1,3.54,5.62,3.9,3.74,6.02,2.97,3.19,3.97,3.01,0.79,3.51,4.91,5.32,2.64,3.88,8.95,4.93
Total,,,,,,,,,40.3,35.64,36.95,32.75,35.43,27.64,35.33,43.2,35.36,45.36,28.71,40,34.87,33.62,32.61,29.68,29.82,30.12,39.01,29.58,35.39,32.59,39.29,56.12,36.1,28.12,38.09,28.98,27.73,30.45,37.01,31.04,49.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exact location unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Notes about distance to greenhouses, walls, fruit trees and sundial suggest it was in the walled kitchen garden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distance to Whippingham and East Cowes churches match, as does altitude",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It moved several times but no information about distance and directions, just distance to walls and greenhouses changed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Not printed - too high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Letter sent about leaky gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Not printed - big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Jan 1st Gauge moved 1 yard E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
