BALLINDALLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ185369,Long,-3.358416,Lat,57.415137,Elevation,630,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.98,3.1,3.25,4.55,1.2,2.32,1.67,3.35,4.55,1.24,2.92,4.11,2.33,1.28,1.76,2.44,4.59,4.87,3.69,6.48,1.01,3.48,4.14,1.29,3.15,5.41,1.02,1.94,2.39,3.13,1.35,3.47,3.6,2.36,2.32,1.67,3.35,2.3,3.68,3.94,3.5
February,2.33,0.4,1.92,3.95,2.21,6.81,0.81,1.29,1.7,0.49,1.21,3.17,0.58,3.96,1.11,2.97,1.84,3.77,2.06,1.4,0.87,3.54,2.16,2.54,2.98,1.73,3.51,1.51,1.76,1.4,2.43,3.56,2.57,1.99,1.38,4.92,2.48,1.73,4.8,0.56,2.78
March,3.5,1.51,2.89,1.04,1.51,3.99,1.82,1.97,2.65,0.3,1.6,1.68,3.46,0.79,2.81,1.7,1.38,4.09,1.25,2.38,3.08,2.2,1.04,1.65,2.53,0.77,1.6,2.14,0.86,3.08,1.58,2.65,2.14,0.77,1.7,1.75,0.94,2.53,2.71,0.72,1.16
April,2.87,1.37,5.08,2.02,0.93,2.55,2.75,3.68,1.35,2.94,2.14,2.62,4.31,3.02,5.46,4.3,1.26,0.46,1.14,1.73,1.75,2.88,1.86,2.93,1.82,1.86,2.03,3.21,2.49,1.89,4.22,5.1,1.69,3.42,1.06,1.19,1.69,1.33,2.31,1.42,1.71
May,1.88,2.17,1.63,6.89,3.7,3.05,2.23,4.27,2.83,1.84,1.65,2.54,3.67,1.49,2.82,2.49,1.82,1.34,3.22,1.02,1.44,2.26,2.42,3.76,2.82,3.67,2.49,1.61,2.98,2.32,1.43,1.15,1.95,2.27,5.64,3.52,0.67,3.2,3.53,0.95,0.49
June,0.76,1.62,1.75,1.84,2.5,0.64,3.54,4.61,3.06,2.67,1.11,2.07,0.41,2.4,1.87,2.51,2.03,2.43,4.78,1.94,1.63,0.42,1.87,1.76,3.15,2.99,2.38,3.86,6.3,1.63,2.52,3.22,2.4,3.67,3.27,1.61,2.71,3.45,2.6,2.38,2.56
July,3.17,2.09,5.02,2.33,,3.18,2.28,2.33,3.04,4.48,3.73,4.58,4.48,2.93,4.52,2.3,5.95,3.94,3.24,5.73,9.22,3.94,3.3,2.98,1.54,2.64,7.05,2.89,3.48,2.7,2.75,3.92,1.76,6.89,5.01,0.52,5.79,7.21,5.66,2.42,2.77
August,3.13,3.37,3.51,6.2,,1.28,1.63,3.51,5.2,3.53,5.67,3.92,1,1.68,3.43,2.73,2.92,2.97,2.91,2.29,2.65,6.59,2.4,5.29,1.6,5.02,3.32,0.33,6.58,5.48,2.05,3.99,3.36,1.99,2.57,2.29,5.72,5.36,3.32,0.94,8.35
September,3.71,1.47,2.47,2.25,3.93,4.35,3.09,8.05,4.21,1.89,5.52,1.98,4.49,1.74,1.26,4.09,3.63,1.32,3.53,3.01,2.32,1.53,3.06,3.81,4.75,2.8,4.21,3.75,2.66,1.22,7.28,0.74,3.84,3,3.26,1.99,3.67,2.14,1.4,0.82,2.41
October,0.96,2.59,2,3.68,3.21,2.61,4.81,5.46,3.03,3.71,4.47,2.23,7.82,7.33,5.65,6.58,3.24,2.38,3.48,3.78,3,4.97,6.16,2.45,3.59,2.73,0.27,1.6,3.08,2.59,1.55,1.33,3.32,0.91,5.31,5.13,3.82,1.62,2.07,3.98,5.2
November,1.84,2,2.42,4.27,,1.84,2.82,4.35,4.66,1.72,5.04,2.37,3.01,2.31,2.97,3.06,2.3,1.59,2.84,3.46,6.05,3.42,1.07,4.13,4.06,0.48,4.04,5.31,1.4,2.79,4.98,5.45,4.28,1.71,3.15,0.93,2.41,3.83,1.09,4.68,2.2
December,1.86,3.73,1.91,3.32,,3.11,1.92,2.37,1.85,2.87,1.64,1.62,1.92,0.45,2.84,2.31,2.56,3,1.45,3,3.81,2.83,2.03,0.76,3.71,6.01,2.14,1.83,3,5.46,3.74,2.41,5.25,3.24,7.02,5.95,2.9,3.68,3.08,2.57,1.61
Total,28.99,25.42,33.85,42.34,,35.73,29.37,45.24,38.13,27.68,36.7,32.89,37.48,29.38,36.5,37.48,33.52,32.16,33.59,36.22,36.83,38.06,31.51,33.35,35.7,36.11,34.06,29.98,36.98,33.69,35.88,36.99,36.16,32.22,41.69,31.47,36.15,38.38,36.25,25.38,34.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Figure correction .16 to 1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 JA ND +T deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
