FARNHAM-BOURNE-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU846454,Long,-0.79025,Lat,51.2024,Elevation,357,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,0.98,2.62,1.21,,4.07,0.68,,1.12,,,,,,,1.7,2.76,2.42,4.14,2.28,4.21,1.57,4.23,1.84,,,,,,,,,
February,,,,,,,,,,0.36,4.03,1.42,,1.09,4.78,,4.73,,,,,,,5.09,0.52,4.35,1.92,4.96,2.27,0.6,0.85,2.05,,,,,,,,,
March,,,,,,,,,,3.87,1.1,1.58,,3.58,4.27,,4.48,,,,,,,2.73,1.03,0.6,0.29,3.81,2.79,0.11,1.29,0.28,,,,,,,,,
April,,,,,,,,,,2,1.81,1.57,,2.69,1.48,,0.92,,,,,,,2.9,3.55,1.75,3.09,2.15,2.44,0.85,2.28,3.95,,,,,,,,,
May,,,,,,,,,,1.61,1.5,2.32,,1.94,1.3,,1.43,,,,,,,2.52,3.34,3.92,1.65,1.81,2.27,1.76,2.28,3.82,,,,,,,,,
June,,,,,,,,,,4.02,4.33,1.54,,0.42,0.49,,1.39,,,,,,,0.49,3.26,0.03,2.75,3.6,2.54,1.73,0.4,2.09,,,,,,,,,
July,,,,,,,,,,2.74,2.68,0.71,,1.08,2.32,,0.73,,,,,,,1.33,3.96,3.07,1.16,3.92,2.1,2.06,1.78,4.13,,,,,,,,,
August,,,,,,,,,,1.21,3.5,1.04,,1.24,1.27,,4.64,,,,,,,2.71,2.95,3.73,1.19,3.43,2.41,1.83,3.79,4.54,,,,,,,,,
September,,,,,,,,,,3.19,0.35,0.9,,2.48,1.22,,2.13,,,,,,,1.45,4.37,3.14,1.1,5.27,1.35,0.21,3.58,0.99,,,,,,,,,
October,,,,,,,,,,4,3.16,3.55,,3.7,1.96,,3.88,,,,,,,6.39,3.97,3.94,2.65,1.58,5.74,4.3,1.5,0.51,,,,,,,,,
November,,,,,,,,,,0.51,3.39,4.57,,2.65,3.06,,4.92,,,,,,,1.61,3.14,2,6.12,3.88,2.7,7.92,5.03,3.14,,,,,,,,,
December,,,,,,,,,,3.7,5.23,8,,1.68,9.9,,1.49,,,,,,,2.96,5.02,3.73,0.29,4.26,2.88,8.43,2.44,0.67,,,,,,,,,
Total,,,,,,,,,,28.19,33.7,28.41,,26.62,32.73,,31.86,,,,,,,31.88,37.87,32.68,26.35,40.95,33.7,31.37,29.45,28.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Swingate Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Gauge raised from 1ft to 1ft 6in above ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 New measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
