"FARNHAM BOURNE CORNER",,,,,,,,,,,,
Grid ref,SU846452,Long,-0.790540,Lat,51.199762,,,,,,,
Station no,200,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.98,,
February,,,,,,,,,,0.36,,
March,,,,,,,,,,3.87,,
April,,,,,,,,,,2.00,,
May,,,,,,,,,,1.61,,
June,,,,,,,,,,4.02,,
July,,,,,,,,,,2.74,,
August,,,,,,,,,,1.21,,
September,,,,,,,,,,3.19,,
October,,,,,,,,,,4.00,,
November,,,,,,,,,,0.51,,
December,,,,,,,,,,3.70,,
Total,,,,,,,,,,28.19,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.19,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
