"BOLTON W.W. (SPRINGS) NO.2",,,,,,,,,,,,
Grid ref,SD692142,Long,-2.467143,Lat,53.623423,,,,,,,
Station no,2869,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.23,6.39,3.01,6.07,3.70,7.34,5.08,4.79,3.83,8.02,,
February,4.10,2.27,1.91,4.38,2.74,1.35,3.80,9.63,1.12,4.26,,
March,6.56,3.33,3.05,3.67,2.32,2.29,4.96,2.83,2.66,1.70,,
April,3.06,4.72,4.13,1.36,4.29,3.57,0.98,2.14,3.98,3.44,,
May,2.98,2.96,3.23,3.31,5.58,2.51,2.85,5.99,2.13,3.00,,
June,1.67,5.64,2.95,5.69,4.39,3.65,3.15,5.30,3.15,1.94,,
July,4.39,3.88,7.38,10.64,1.47,8.06,8.93,4.90,7.01,11.44,,
August,6.04,6.25,6.68,8.41,2.13,15.86,8.93,6.37,0.72,7.00,,
September,4.34,5.79,6.00,6.74,6.18,5.20,11.52,6.07,0.52,4.43,,
October,1.15,6.22,2.58,11.17,3.30,4.48,9.12,6.00,6.73,5.94,,
November,10.78,3.78,6.93,8.83,3.27,2.55,2.94,2.99,6.53,9.36,,
December,12.64,6.24,2.66,9.74,7.90,5.36,7.44,5.59,9.98,6.90,,
Total,63.94,57.47,50.51,80.01,47.27,62.22,69.70,62.60,48.36,67.43,,
Calc annual,63.94,57.47,50.51,80.01,47.27,62.22,69.70,62.60,48.36,67.43,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
