"LEWKNOR, MANOR HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.11,2.61,2.69,1.45,,,,,,,,
February,0.65,0.29,2.34,4.48,,,,,,,,
March,1.50,0.93,2.44,2.94,,,,,,,,
April,3.47,0.97,2.12,2.72,,,,,,,,
May,1.89,1.27,1.10,,,,,,,,,
June,3.37,0.14,1.38,,,,,,,,,
July,5.39,0.28,4.12,,,,,,,,,
August,1.37,2.31,4.14,,,,,,,,,
September,1.52,2.35,1.69,,,,,,,,,
October,2.11,1.03,0.75,,,,,,,,,
November,1.25,2.13,1.14,,,,,,,,,
December,2.00,1.39,2.69,,,,,,,,,
Total,26.63,15.70,26.60,,,,,,,,,
Calc annual,26.63,15.70,26.60,11.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
