"HOVINGHAM HALL",,,,,,,,,,,,
Grid ref,SE665757,Long,-0.982787,Lat,54.172792,,,,,,,
Station no,3455,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.14,2.04,0.82,1.34,0.91,3.84,1.54,2.30,1.78,3.85,,
February,2.22,0.72,1.92,2.22,2.16,1.48,2.30,3.74,0.62,2.28,,
March,3.28,2.11,0.14,1.40,1.65,0.99,1.90,2.71,1.27,0.79,,
April,1.10,1.57,2.45,0.08,1.09,1.15,0.25,0.86,3.08,1.18,,
May,3.52,1.10,1.79,3.49,1.95,0.70,1.19,2.51,0.63,1.06,,
June,1.30,1.49,1.79,1.66,2.00,2.64,1.85,2.95,1.64,0.42,,
July,2.38,1.20,2.30,2.07,1.21,4.60,2.79,2.30,2.02,4.54,,
August,6.00,1.83,3.48,4.31,0.49,7.13,4.33,1.86,0.28,1.94,,
September,1.73,3.64,1.22,1.87,1.11,1.89,3.13,2.16,0.25,2.74,,
October,1.41,2.29,1.80,3.19,1.75,1.11,2.79,1.59,1.40,5.45,,
November,5.11,1.97,2.23,4.51,2.10,0.99,1.61,0.93,3.05,3.64,,
December,2.52,2.00,1.08,1.71,3.01,2.20,2.37,2.88,3.24,2.72,,
Total,32.71,21.96,21.02,27.85,19.43,28.72,26.05,26.79,19.26,30.61,,
Calc annual,32.71,21.96,21.02,27.85,19.43,28.72,26.05,26.79,19.26,30.61,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
