HALLATON-HORNINGHOLD-HOUSE (5inch Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP807973,Long,-0.81081,Lat,52.567551,Elevation,380,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,1.1,0.99,1.94,2.47,0.82,3.47,0.95,0.94,0.84,1.95,0.88,2.73,3.05,1.15,1.9,1.38,2.07,2.17,3.9,2.44,2.46,,1.1,1.85,1.11,,2.23,4,1.36,,,,,,,3.66,3.57,2.68,6.01,2.52
February,,1.14,1.44,1.14,2.93,0.54,1.6,0.8,1.9,0.4,2.23,1.34,1.14,0.75,1.24,2.28,4.12,0.64,1.33,2.2,0.84,0.39,,3.15,0.54,1.97,,2.27,1.51,0.58,,,,,,,2.02,3.5,1.11,0.84,3.11
March,,2.13,1.22,2.65,1.56,2.43,1.3,1.12,2.5,2.62,0.83,1.72,2.37,3.12,2.41,0.99,4.41,1.15,1.02,3.36,2.34,0.9,,1.7,0.52,1.22,0.68,1.9,1.6,0.1,,,,,,,1.49,3.22,0.3,2.1,2.4
April,,1.75,1.45,1.72,1.19,1.87,0.76,2.73,2.56,1.36,1.24,1.07,0.02,2.32,0.94,0.81,0.94,1.47,2.1,2,4.8,1.2,,1.71,1.99,1.52,,1.55,0.78,1.39,,,,,,,2.49,4.13,0.05,2.16,2.56
May,,1.19,1.97,2.33,1.8,0.56,1.64,4.24,1.41,1.24,2.38,2.08,2.35,1.14,1.16,1.62,1.84,2.11,1.63,1.02,1.79,1.94,,1.32,3.43,3.95,,0.9,1.56,1.14,,,,,,,1.07,3.66,1.65,0.85,1.39
June,,2.88,2.22,2.1,0.56,2.64,3.68,2.25,0.83,2.76,1.26,2,3,0.75,2.71,1.44,1.7,1.99,0.39,0.94,1.62,0.5,,0.6,2.19,0.05,,4.2,2.96,1.18,,,,,,,3.9,0.97,1.65,2.99,1.05
July,,2.91,0.97,2.37,2.04,2.5,0.5,2.52,2.41,3.78,2.3,0.22,3.78,0.85,1.84,5.31,1.94,1.18,2.45,2.5,3.2,0.25,,3.68,2.57,1.97,,2.47,1.41,1.56,,,,,,,5.38,2.78,2.71,3.29,3.13
August,,1.42,2.97,4.38,2.75,2.99,1.04,3.32,2.5,2.25,3.6,1.62,7.21,0.69,1.83,2.46,2.64,5.65,1.8,2.02,1.08,2.49,,1.25,1.92,1.54,,3.72,2.69,1.3,,,,,,,0.96,1.13,3.54,4.04,0.32
September,,1.27,1.76,3,1.97,2.5,1.12,0.94,1.7,2.2,0.94,1.26,0.89,1.9,0.49,1.24,0.95,1.37,3.82,1.79,2.06,0.85,,3.11,2.38,2.54,,4.14,0.7,1.27,,,,,,,2.02,1.28,1.34,1.26,0.92
October,1.64,1.44,1.79,6.14,0.6,0.75,4.24,4.69,1.52,3.35,1.93,1.88,2.66,3.18,2.2,1.31,1.79,3.3,1.31,1.66,1.24,2.51,,2.67,3.72,2.64,,1.63,3.48,2.74,,,,,,,1.64,2.28,2.29,3.96,3.35
November,2.6,0.93,1.67,1.72,1.02,2.63,4.04,1.96,0.77,0.64,3.21,2.49,1.31,2.98,2.41,2.31,2.73,0.76,2,2.08,0.95,1.65,,1.45,1.69,1.38,,3.59,2.41,5.16,,,,,,,2.13,1.7,2.37,3.38,
December,4.46,4.12,0.98,1.12,1.6,0.72,2.69,2.78,1.36,3.82,5.16,3.92,3.12,0.64,4.24,3.8,2.5,0.88,2.21,3.5,1.88,1.69,,2.47,2.39,1.15,0.66,2.1,2.32,4.26,,,,,,,1.83,2.2,3.83,1.45,
Total,,22.28,19.43,30.61,20.49,20.95,26.08,28.3,20.4,25.26,27.03,20.48,30.58,21.37,22.62,25.47,26.94,22.57,22.23,26.97,24.24,16.83,,24.21,25.19,21.04,,30.7,25.42,22.04,,,,,,,28.59,30.42,23.52,32.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow estimates kept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1926 Jan-Feb, Apr-Nov estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Nov Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1941 Stn Terminated, Gauge smashed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
