SOYLAND MOOR (TURVIN 2),,,,,,,,,,,,
Grid ref,SD998214,Long,-2.004505,Lat,53.689051,,,,,,,
Station no,3222/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,5.36,1.47,4.37,3.57,5.90,5.02,4.35,4.11,5.42,,
February,,1.24,2.63,3.62,3.01,1.62,3.71,7.32,0.56,2.76,,
March,,3.11,2.62,3.37,3.05,1.97,3.98,2.57,2.19,2.05,,
April,,3.72,4.03,0.71,2.01,3.43,0.53,1.44,3.73,3.21,,
May,,2.00,3.56,3.60,4.26,1.71,1.90,5.09,2.85,2.49,,
June,,3.60,3.07,3.82,3.41,3.43,2.44,5.75,2.04,1.65,,
July,,2.41,6.35,5.16,1.18,7.54,5.21,5.71,3.07,7.16,,
August,,6.18,5.79,7.27,1.22,11.01,5.89,6.09,0.63,5.51,,
September,,3.64,3.71,6.17,3.14,4.73,5.09,5.89,0.83,3.22,,
October,1.76,5.98,2.68,9.24,3.30,2.87,8.02,4.83,4.20,5.90,,
November,11.24,2.80,5.88,8.27,3.39,1.59,3.58,1.85,5.45,8.60,,
December,8.27,3.95,2.31,7.75,6.73,4.71,6.18,5.52,8.74,4.61,,
Total,,43.99,44.10,63.35,38.27,50.51,51.55,56.41,38.40,52.58,,
Calc annual,21.27,43.99,44.10,63.35,38.27,50.51,51.55,56.41,38.40,52.58,,
Difference,NaN,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
