LANARK CLEGHORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS898460,Long,-3.754763,Lat,55.694901,Elevation,720,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,1.32,4.51,1.7,1.79,1.9,4.11,2.22,1.73,1.42,1.98,4.75,4.78,2.53,2.5,6.31,3.59,1.43,4.74,2.46,4.21,4.65,4.83,1.62,1.86,3.65,2.79,2.1,3.38,1.95,3.49,2.74,5.38,6.73,3.59,2.76,2.94,4.25,3.48,,,,
February,,,,,,,,,,1.69,0.74,0.4,2.12,3.69,8.47,0.65,1.49,2.59,3.37,1.79,3.34,1.56,1.17,5.17,2.33,2.38,2.33,2.58,2.11,2.27,4.29,4.24,2.02,1.81,3.46,4.03,5.17,1.02,3.94,1.82,4.53,0.43,2.85,3.32,0.58,4.34,2.89,,,,
March,,,,,,,,,,2.13,2.18,2.92,0.84,1.26,3.75,3.29,4.06,4.69,1.99,2.95,0.61,2.52,2.82,7.78,1.63,4.29,3.37,3.29,4.86,2.96,1.81,1.97,3.34,4.26,4.05,2.02,2.55,2.04,0.84,1.89,3.63,5.28,1.9,1.18,0.99,2.82,2.65,,,,
April,,,,,,,,,0.97,1.78,1.34,0.6,1.32,1.38,1.84,1.39,2.42,1.9,2.46,3.42,2.84,2.45,1.34,1.39,3.91,2.55,1.53,1.73,1.35,2.43,3.77,2.42,0.59,3.07,1.77,2.13,2.32,4.14,0.89,3.69,2.4,1.03,1.97,3.73,1.8,4.52,2.45,,,,
May,,,,,,,,,2.09,2.25,3.19,0.99,3.49,2.07,3.42,0.95,0.57,2.36,2.71,3.91,2.03,1.56,2.34,2,3.16,1.76,5.34,3.45,3.05,2.03,2.15,1.9,1.42,3.14,2.25,1.11,4.53,1.86,2.35,0.84,4.54,2.08,2.69,2.58,4.73,5.62,3.05,,,,
June,,,,,,,,,1.85,1.06,3.76,1.22,2.16,2.72,3.13,1.78,4.58,5.89,2.75,1.68,4.69,3.32,2.31,1.66,2.05,0.95,1.5,4.41,2.02,2.67,2.13,2.17,4.98,2.46,0.88,0.98,3.44,2.59,1.25,2.52,1.55,0.71,1.97,0.82,1.79,0.38,2.91,,,,
July,,,,,,,,,6.8,3.79,2.79,1.63,1.8,2.28,3.9,4.29,5.65,2.17,1.41,4.61,3.82,1.58,2.93,4.44,2.81,3.94,2.47,3.4,2.34,4.07,4.07,1.37,2.32,0.94,2.96,3.44,3.67,0.8,2.88,0.59,3.89,3.15,3.66,4.29,3.21,1.88,2.13,,,,
August,,,,,,,,,2.26,4.33,3.68,6.35,5.59,3.42,5.49,5.61,2.25,4.08,3.55,1.16,4.32,4.62,2.08,6.51,4.06,3.68,6.18,4.14,2.02,2.56,4.57,1.87,3.6,0.85,2.83,3.43,4.15,4.17,2.6,3.24,4.69,6.51,2.72,6.76,4,3.76,3.41,,,,
September,,,,,,,,,1.24,1.7,3.26,5.07,3.11,3.52,0.51,1.15,3.87,3.33,3.98,4.05,3.14,2.12,2.37,2.96,1.87,2.29,1.19,1.03,5.14,2.51,1.62,1.72,2.75,1.51,1.7,1.37,2.88,2.87,5.71,3.96,2.75,1.89,1.79,4.53,4.91,3.88,3.26,,,,
October,,,,,,,,,0.46,2.73,2.57,3.2,4.29,3.86,2.09,4.09,4.47,1.99,3.84,3.14,5.84,3.77,2.09,7.06,2.27,2.69,8.28,7.79,0.72,5.78,1.85,2.73,2.45,1.98,1.43,1.54,6.49,5.04,4.6,2.03,1.35,4.14,1.7,4.47,3.71,3.05,5.1,,,,
November,,,,,,,,,6.77,1.81,5.37,2.79,1.59,2.44,3.76,3.96,1.18,3.16,5.56,5.35,5.61,3.96,1.36,3.38,2.41,2.66,4.59,1.98,2.39,1.17,3.11,4.96,2.87,3.19,3.68,1.86,3.82,4.52,3.3,3.84,3.14,1.59,2.31,3.79,1.67,1.26,5.04,,,,
December,,,,,,,,,0.69,3.16,1.75,5.78,2.09,4.73,3.52,4.4,4.56,6.3,4.6,3.41,7.98,5.63,3.79,2.45,3.57,3.58,3.11,4.77,2.07,4.2,2.72,4.33,5.91,3.17,3.9,4.02,3.36,2.51,3.63,5.48,2.75,5.53,3.1,4.07,4.41,3.37,1.09,,,,
Total,,,,,,,,,,27.75,35.14,32.65,30.19,33.27,43.99,33.78,36.83,39.88,38.2,40.22,49,35.62,27.1,51.11,33.66,32.2,44.63,41.03,32.28,37.3,36.92,31.3,34.11,30.03,31.7,28.03,45.76,33.51,35.48,32.64,40.6,39.07,30.25,42.3,34.74,39.13,37.46,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
