"STRETTON ON DUNSMORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2460,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.98,1.94,,,,1.61,2.97,2.20,3.21,1.18,3.01,
February,0.76,0.25,,,,2.57,2.50,2.83,1.71,0.43,0.54,
March,2.64,1.07,,,,0.52,0.63,1.97,1.82,0.15,2.01,
April,4.37,1.21,,,,1.72,2.65,1.94,1.86,1.10,2.51,
May,2.20,1.33,,,,3.06,2.21,0.81,0.73,2.20,2.93,
June,2.75,0.28,,,,0.03,1.68,3.70,3.17,1.21,1.48,
July,3.76,0.65,,,,3.81,1.68,3.19,1.62,1.29,4.29,
August,1.46,2.71,,,,1.61,2.20,3.14,2.65,1.53,2.86,
September,2.66,1.10,,,,2.85,1.40,4.49,0.78,1.64,3.28,
October,1.87,1.36,,,,3.17,2.42,2.01,3.27,3.10,2.07,
November,1.04,1.82,,,,1.35,4.67,2.31,2.63,6.41,2.82,
December,2.07,1.65,,,,2.26,0.57,2.99,2.18,4.13,2.80,
Total,27.56,15.37,,,,24.56,25.58,31.58,25.63,24.37,30.60,
Calc annual,27.56,15.37,0.00,0.00,0.00,24.56,25.58,31.58,25.63,24.37,30.60,
Difference,-0.00,-0.00,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,
