STRETTON-ON-DUNSMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP400725,Long,-1.414198,Lat,52.349118,Elevation,280,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,0.5,2.57,1.36,1.91,2.35,4.47,1.98,1.94,,,,1.61,2.97,2.2,3.21,1.18,3.01,1.33,1.33,1.67,1.75,0.68,2.85,2.93,2.86,5.33,2.57,3.5,3.16,4.22,2.22,1.95,1.89,1.93,4.54,1.18,0.52,2.58,2.03,1.17,0.94,2.11,4.29,1.36,4.17,,
February,,,,,1.52,3.1,3.55,1.07,1.48,2.98,0.76,0.25,,,,2.57,2.5,2.83,1.71,0.43,0.54,2.52,0.3,2.89,0.55,2.19,1.85,3.25,0.86,1.11,2.09,2.48,0.99,1.29,1.21,2.1,2.06,1.36,1.08,0.77,4.28,3.04,0.59,1.55,2.61,1.6,0.58,2.81,3.07,,
March,,,,,2.12,0.96,4.09,1.1,1.22,4.01,2.64,1.07,,,,0.52,0.63,1.97,1.82,0.15,2.01,0,1.21,3.07,1.41,0.47,1.47,2.49,0.26,1.63,2.32,2.46,2.02,1.08,0.29,0.87,1.02,6.19,0.83,1.7,1.66,3.64,2.43,1.08,2.43,2.52,0.82,2.69,1.78,,
April,,,,,1.29,0.95,1.07,1.36,2.68,1.89,4.37,1.21,,,,1.72,2.65,1.94,1.86,1.1,2.51,4.06,3.33,0.99,2.21,3.81,1.9,3.07,0.06,1.48,2.25,1.17,1.05,0.72,1.91,0.78,2.19,1.75,1.55,2.27,1.97,2.41,2.05,1.81,0.37,1.03,0.95,0.09,1.02,,
May,,,,,1.38,2.56,2.36,2.08,1.67,1.22,2.2,1.33,,,,3.06,2.21,0.81,0.73,2.2,2.93,4.35,6.46,1.9,0.64,1.44,0.5,2.84,1.94,1.62,1.73,2.29,3.23,3.27,1.08,2.56,1.93,1.66,3.89,3,2.31,3.54,3.1,1.63,2.93,4.07,0.54,1.21,2.19,,
June,,,,,2.41,1.4,2.32,2.27,0.77,0.69,2.75,0.28,,,,0.03,1.68,3.7,3.17,1.21,1.48,2.27,0.75,2.18,1.91,3.95,3.57,1.07,1.82,1.24,0.49,1.53,0.48,2.34,2.3,3.24,2.56,1.3,1.74,0.56,1.74,1.56,1.52,1.73,2.38,2.87,3,1.41,4.25,,
July,,,,,2.13,5.44,1.63,1.75,3.9,3.41,3.76,0.65,,,,3.81,1.68,3.19,1.62,1.29,4.29,3.16,5.29,2.02,4.16,0.82,5.68,3.2,2.67,5.06,3.23,4.55,2.05,0.97,2.33,1.71,2.39,2.38,2.11,1.2,2.55,1.57,0.3,3.18,3.26,0.7,2.43,4.93,5.18,,
August,,,,,1.38,1.98,2.71,3.76,1.02,2.23,1.46,2.71,,,,1.61,2.2,3.14,2.65,1.53,2.86,4.97,2.16,0.82,2.07,1.35,0.42,2.16,3.36,4.7,0.18,3.83,2,1.55,2.37,2.71,5.01,0.25,4.12,1.77,2.92,6.21,4.49,2.75,3.65,0.6,5.51,2.38,2.56,,
September,,,,,0.78,1.32,1.2,1.66,4.57,2.66,2.66,1.1,,,,2.85,1.4,4.49,0.78,1.64,3.28,2.75,2.83,1.66,1.89,3.41,3.02,1.89,2.44,1.22,1.42,0.39,1.17,1.75,3.93,1.83,3.19,1.5,4.13,2.07,4.03,2.12,1.53,1.6,1.9,1.58,1.79,4.44,2.76,,
October,,,,,2.25,2.13,2.48,3.13,1.7,2.35,1.87,1.36,,,,3.17,2.42,2.01,3.27,3.1,2.07,0.7,2.88,2.58,1.47,3.56,1.41,2.6,2.58,4.8,3.35,2.55,2.69,1.77,2.77,3.86,0.96,0.27,2.58,6.31,0.63,0.87,3.68,2.59,3.57,1.36,2.15,1.14,2.6,,
