"STRETTON-ON-DUNSMORE (MANOR HOUSE)",,,,,,,,,,,,
Grid ref,SP400725,Long,-1.414198,Lat,52.349118,,,,,,,
Station no,2400,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.58,2.03,1.17,0.94,2.11,4.29,1.36,4.17,,,,
February,3.04,0.59,1.55,2.61,1.60,0.58,2.81,3.07,,,,
March,3.64,2.43,1.08,2.43,2.52,0.82,2.69,1.78,,,,
April,2.41,2.05,1.81,0.37,1.03,0.95,0.09,1.02,,,,
May,3.54,3.10,1.63,2.93,4.07,0.54,1.21,2.19,,,,
June,1.56,1.52,1.73,2.38,2.87,3.00,1.41,4.25,,,,
July,1.57,0.30,3.18,3.26,0.70,2.43,4.93,5.18,,,,
August,6.21,4.49,2.75,3.65,0.60,5.51,2.38,2.56,,,,
September,2.12,1.53,1.60,1.90,1.58,1.79,4.44,2.76,,,,
October,0.87,3.68,2.59,3.57,1.36,2.15,1.14,2.60,,,,
November,4.68,2.47,1.06,4.78,1.20,0.60,1.81,2.05,,,,
December,1.89,2.42,0.78,1.65,2.00,2.95,1.23,2.50,,,,
Total,34.11,26.61,20.93,30.47,21.64,25.61,25.50,34.13,,,,
Calc annual,34.11,26.61,20.93,30.47,21.64,25.61,25.50,34.13,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
