SWAY-GORDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ293964,Long,-1.58474,Lat,50.76658,Elevation,102,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.18,6.01,1.26,4.58,2.33,2.02,2.26,2.68,0.99,5.15,6.68,3.59,5.44,3.34,3.99,3.82,5.41,2.61,1.74,3.24,3.23,5.36,0.84,0.98,3.86,2.43,1.16,,,,,,,
February,,,,,,,,3.57,2,1.11,0.71,1.93,0.13,3.83,0.04,3.01,3.34,5.65,0.6,1.48,3.79,3.03,0.39,1.27,0.68,2.08,3.59,1.76,1.14,1.1,4.94,6.19,0.65,1.54,,,,,,,
March,,,,,,,,2.91,2.92,0.18,1.24,1.32,1.45,3.21,2.94,1.02,2.63,3.61,0.39,1.12,3.41,3.79,3.19,0.88,0.24,0.89,1.32,6.77,0.82,1.63,1.62,4.9,2.71,0.5,,,,,,,
April,,,,,,,,2.4,2.1,1.04,2.53,3.15,2.71,1.66,2.21,3.52,1.68,2.67,0.01,2.23,1.03,1.88,1.56,0.8,1.83,1.07,2.75,2.26,1.52,2.11,2.32,2.4,1.35,1.72,,,,,,,
May,,,,,,,,0.78,1.09,2.67,2.38,3.06,4.18,2.01,0.82,1.17,0.35,3.02,1.65,1.07,0.73,1.56,3.34,3.12,0.39,1.97,3.62,1.75,2.74,2.31,1.33,2.44,2.52,2.15,,,,,,,
June,,,,,,,,2.46,2.19,1.37,1.02,2.34,1.85,1,1.07,4.2,3.44,0.76,0.86,1.78,0.24,1.1,0.48,1.79,1.98,2.81,4.85,1.64,2.81,0.58,1.64,1.1,1.27,2.19,,,,,,,
July,,,,,,,,2.79,1.88,1.76,1.73,4.45,3.91,2.18,2.57,0.73,4.18,1.79,2.2,3.73,2.84,2.03,1.69,2.58,3.04,1.87,1.19,1.04,1.43,0.36,4.41,1.9,0.18,,,,,,,,
August,,,,,,,,3.87,1.89,2.01,2.93,3.51,1.09,1.14,4.32,3.3,0.34,1.44,1.7,2.67,0.06,4.6,2.94,1.55,5.17,1.86,4.1,0.91,3.62,1.18,3.55,5.21,3.86,,,,,,,,
September,,,,,,,,5.3,1.42,0.6,3.12,1.61,3.51,3.04,2.61,3.44,3.77,2.75,1.64,1.6,1.69,0.98,2.7,2.63,1.62,1.99,3.71,1.09,3.53,4.75,3.7,3.76,4.1,,,,,,,,
October,,,,,,,,1.94,6.78,4.7,2.9,0.87,6.48,1.94,1.77,5.38,1.25,4.89,3.5,6.78,3.89,0.76,4.46,3.93,4.83,3.14,1.73,1.31,2.35,8.4,0.74,1.51,3.35,,,,,,,,
November,,,,,,,8.71,3.83,2.49,9.69,5.76,4.07,2.12,0.51,3.46,7.9,4,2.26,4.26,6.24,7.52,2.46,1.32,2.15,6.25,0.41,4.89,1.48,1.88,3.77,5.65,10.02,4.48,,,,,,,,
December,,,,,,,0.67,4.42,2.55,6.32,4.02,0.77,1.22,1.28,9.44,3.85,2.71,5.78,3.68,1.46,2.75,1.89,4.08,2.48,2.34,5.24,3.66,3.2,4.74,1.94,2.65,2.98,3.41,,,,,,,,
Total,,,,,,,,36.45,33.32,32.71,32.92,29.41,30.67,24.06,33.93,38.51,32.84,41.3,24.08,35.6,31.29,28.07,29.97,28.59,30.98,25.07,38.65,26.44,31.94,28.97,33.53,46.27,30.31,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge from Rising Brook Staffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheet originally called Resthaven but crossed out and note Gordleton from 1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 Aug Observer informed us that he was unable to keep any further records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
