"BIDFORD (MOOR HALL)",,,,,,,,,,,,
Grid ref,SP088538,Long,-1.872712,Lat,52.182382,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.91,0.56,0.95,,
February,,,,,,,,0.65,0.81,0.41,,
March,,,,,,,,0.66,1.82,2.80,,
April,,,,,,,,2.09,2.51,1.97,,
May,,,,,,,,2.87,1.47,1.19,,
June,,,,,,,,2.37,1.88,3.38,,
July,,,,,,,,2.15,1.97,3.11,,
August,,,,,,,,3.12,2.19,2.26,,
September,,,,,,,,0.61,1.66,2.69,,
October,,,,,,,,5.53,2.18,3.15,,
November,,,,,,,,1.64,0.94,0.56,,
December,,,,,,,,3.09,2.02,2.64,,
Total,,,,,,,,25.69,20.01,25.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.69,20.01,25.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
