"DUNDALK, TOWN HALL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ0490007300,Long,-6.40068,Lat,54.00444,Elevation,82,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6142/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,1.83,1.91,0.92,3.38,4.34,1.11,2.1,1.74,1.44,2.26,2.64,3.54,2.96,2.76,2.41,4.31,2.18,4.57,2.48,3.97,2.02,3.64,,,,,,,,3.41,5.58,5.25
February,,,,,,,,,,0.87,2.89,2.33,2.79,0.98,2.33,3.42,1.97,2.18,3.11,1.61,1.68,1.33,2.54,5.76,0.88,3.33,2.51,2.05,3.07,4.71,0.48,,,,,,,,1.16,1.9,3.95
March,,,,,,,,,,2.52,1.34,1.05,3.88,3.04,2.87,0.62,1.21,2.59,1.33,2.26,2.19,2.2,1.35,1.32,0.99,0.64,1.55,2.49,2.67,0.55,2.61,,,,,,,,0.76,2.28,4.1
April,,,,,,,,,,4.48,1.28,1.62,0.94,3.12,1.14,1.83,2.12,1.08,0.95,0.94,2.21,0.32,2.28,3.29,3.05,1.58,1.38,1.22,1.3,0.61,1.21,,,,,,,,0.1,2.13,4.18
May,,,,,,,,,,1.62,2.07,1.06,1.07,2.76,1.5,1.14,4.13,3.14,2.74,2.28,2.59,1.89,1.39,1.03,4.35,4.5,1.8,1.43,1.5,1.61,2.02,,,,,,,,2.98,1.08,1.1
June,,,,,,,,,,1.59,4.67,2.29,3.57,1.75,0.94,1.81,3.13,1.4,1.34,2.39,2.39,0.19,1.54,1.27,2.55,0.52,2.97,2.88,3.85,1.85,1.95,,,,,,,,3.81,1.75,0.9
July,,,,,,,,,,2.29,3.07,1.93,3.31,1.14,2.66,4.02,2.09,3.51,3.72,0.6,3.39,3.09,2.86,2.87,3.71,3.54,3.65,3.43,1.71,3.14,3.79,,,,,,,,3.94,3.78,3.62
August,,,,,,,,,,1.08,4.4,2.06,4.35,0.33,2.92,4.21,2.89,6.81,2.38,2.96,1.77,3.92,4.08,4.98,4.38,2.76,3.86,4.48,4.2,4.57,5.4,,,,,,,,1.45,2.05,0.57
September,,,,,,,,,,1.84,0.72,1.04,0.45,4.71,0.9,0.99,1.01,1.26,3.37,1.72,2.45,1.33,2.26,2.72,5.1,3.17,1.83,4.85,2.2,0.65,2.65,,,,,,,,2.36,2.13,1.77
October,,,,,,,,,,3.73,1.16,3.79,1.67,2.86,1.68,4.3,6.23,2.53,3.33,1.44,4.42,2.55,1.24,2.96,3.16,3.6,3.23,3.41,4.26,3.53,3.79,,,,,,,,5.26,3.3,4.8
November,,,,,,,,,,0.9,2.54,3.11,1.85,2.95,3.12,1.75,2.89,2.84,2.34,1.45,2.29,2.64,0.81,2.59,2.75,1.87,3.92,3.43,4.51,4.05,3.19,,,,,,,,3.87,5,3.9
December,,,,,,,,,,3.7,3.31,4.12,3.17,2.43,6.25,4.63,2.53,1.67,3.69,5.82,3.15,2.25,3.45,2.22,4.16,2.27,0.9,2.65,2.9,5.35,3.32,,,,,,,,2.71,2.57,2.77
Total,,,,,,,,,,26.45,29.36,25.32,30.43,30.41,27.42,30.82,31.94,30.45,30.56,26.11,32.07,24.67,26.56,33.42,39.39,29.96,32.17,34.8,36.14,32.64,34.05,,,,,,,,31.81,33.55,36.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge on the roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
