"MASHAM MOOR LEIGHTON & HEALEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3412,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,7.31,2.31,2.39,1.04,5.69,4.02,0.89,1.64,1.48,5.66,,
February,0.60,0.12,2.55,4.91,6.86,1.69,0.63,3.41,1.99,2.76,,
March,2.97,2.06,0.28,1.42,2.76,3.65,3.87,5.43,1.30,1.35,,
April,1.36,3.99,1.51,0.41,3.23,2.97,1.02,2.03,3.81,2.98,,
May,2.78,3.21,3.32,1.90,1.73,0.56,0.45,1.31,2.43,3.88,,
June,3.74,1.07,4.83,1.80,4.00,2.25,3.45,2.13,2.00,1.57,,
July,1.61,4.12,2.49,2.64,5.23,5.36,1.52,1.07,0.69,3.01,,
August,5.02,5.80,4.33,3.03,2.33,2.59,1.70,4.19,2.62,1.55,,
September,1.94,2.72,1.87,1.71,0.74,1.39,7.67,1.92,0.83,5.41,,
October,1.21,4.85,8.14,2.60,6.80,4.14,4.01,1.80,6.57,3.00,,
November,4.16,4.83,2.13,1.75,2.19,5.89,1.45,2.27,3.06,4.13,,
December,0.74,5.88,0.72,3.81,3.33,3.87,4.27,4.88,3.11,3.69,,
Total,33.44,40.96,34.56,27.02,44.89,38.38,30.93,32.08,29.89,38.99,,
Calc annual,33.44,40.96,34.56,27.02,44.89,38.38,30.93,32.08,29.89,38.99,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
