"MASHAM MOOR HEALEY",,,,,,,,,,,,
Grid ref,SE179805,Long,-1.726982,Lat,54.219916,,,,,,,
Station no,3412,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.01,1.18,4.40,4.11,0.91,4.35,1.45,2.43,1.50,,
February,,1.30,1.48,3.92,4.04,1.71,2.30,2.28,2.62,1.07,,
March,,2.99,1.44,5.35,2.45,2.76,1.95,2.35,4.36,4.24,,
April,,2.18,1.72,1.44,1.97,3.28,0.47,1.79,2.17,2.90,,
May,,1.27,2.59,5.18,3.95,0.52,4.20,5.05,2.25,1.67,,
June,,1.21,1.47,2.91,1.61,1.22,1.04,3.76,2.43,3.31,,
July,,4.13,1.85,3.43,1.72,0.48,0.92,2.04,3.17,2.49,,
August,,1.34,2.11,3.64,3.52,3.41,2.28,1.52,2.42,3.66,,
September,,1.34,1.46,3.83,1.01,1.91,0.48,0.51,3.40,1.77,,
October,,1.17,3.38,9.30,0.69,1.74,6.67,5.97,2.15,3.10,,
November,,3.76,2.56,1.50,1.85,6.04,3.32,2.41,1.96,1.00,,
December,,3.93,3.84,2.41,2.01,0.86,1.75,4.13,1.39,4.49,,
Total,,26.63,25.08,47.31,28.93,24.84,29.73,33.26,30.75,31.20,,
Calc annual,0.00,26.63,25.08,47.31,28.93,24.84,29.73,33.26,30.75,31.20,,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
