,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MASHAM MOOR, HEALEY PASTURE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE157808,Long,-1.760706,Lat,54.222684,Elevation,620,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,4.96,4.87,6.38,5.12,2.34,3.32,4.61,5.53,4.05,7.28,1.77,6.74,3.23,3.68,3.08,3.36,1.7,5.34,4.68,5.64,6.38,2.65,4.68,4.04,6.05,3.49,4.65,3.51,3.41,8.6,1.26,1.84,3.06,3.01,0.69,2.83,2.89,4.99,4.24,4.22,3.78,5.78
February,,,,,,,,,,2.87,2.45,0.16,3.66,7.24,0.88,5.46,2.88,2.12,3.72,1.34,1.88,3.2,0.76,5.37,0.35,5.56,4,5.48,1.77,2.66,2.8,6.49,2.06,2.38,2.01,4.3,2.79,3.87,2.16,2.52,5.82,4.55,0.52,2.63,3.42,2.36,2.19,3.8,6.66,0.12,4.54
March,,,,,,,,,,5.19,4.08,2.35,2.97,1.66,1.73,1.22,1.15,2.87,3.68,0.23,3.67,0.9,2.43,2.29,3.84,0.99,2.72,4.48,0.36,3.17,1.9,3.98,3.1,1.56,0.42,0.93,1.46,6.19,2.44,1.16,1.58,4.69,2.16,0.43,2.59,2.65,1.51,2.11,2.85,2.26,3.32
April,,,,,,,,,,2.09,6.25,1.55,3.64,3.04,1.88,4.33,1.55,2.83,0.72,1.24,4.2,4.29,3.53,1.4,4.18,2.91,1.96,3.7,0.2,1.42,2.18,2.89,1.83,1.87,2.44,1.86,1.96,5.77,3,3.69,3.03,2.27,1.7,2.99,0.62,0.76,2.15,0.32,0.98,4.17,1.89
May,,,,,,,,,,1.62,3.74,1.71,1.02,2.97,6.22,4.78,2.53,1.95,3,2.17,1.17,3.57,5.73,3.76,2.51,1.15,2.18,2.91,3.18,1.27,1.82,2.09,3.21,3.55,1.25,3.81,3.48,2.77,1.4,1.27,1.8,8.2,1.91,2.55,4.72,3.36,0.65,1.85,5.21,1.12,1.42
June,,,,,,,,,,1.16,1.06,0.51,1.79,0.88,1.5,0.14,4.34,3.77,4.88,1.34,2.04,5.58,2.4,1.39,1.98,3.37,6.02,1.74,3.21,2.29,0.3,0.75,1.16,2.27,2.17,2.87,2.37,3.56,4.1,0.66,1.13,1.11,0.91,3.57,2.05,2.6,3.15,1.57,3.72,1.69,0.91
July,,,,,,,,,,2.24,6.15,3,6.37,3.09,6.2,1.64,3.09,5.82,0.82,2.82,5.92,3.32,3.68,3.55,1.14,0.32,3.54,2.4,3.97,3.39,3.94,1.47,2.64,1.35,2.51,2.34,2.84,2.27,0.77,2.1,2.98,1.28,1.04,3.1,2.22,1.04,5.53,3.94,2.79,1.81,4.37
August,,,,,,,,,,2.63,1.43,4.73,4.04,4.51,3.05,2.78,3.42,8.61,5.18,3.2,4.02,4.37,1.99,0.4,2.73,1.55,1.99,1.48,4.72,3.01,0.4,2.41,3.15,3.82,1.75,3.97,6.63,0.72,4.59,2.62,5.3,5.4,3.43,3.42,6.92,1.67,8.05,6.63,3.28,0.85,3.36
September,,,,,,,,,,1.13,1.02,1.7,4.7,3.46,4.09,2.51,2.89,4.69,0.45,1.05,5.79,5.02,2.13,2.46,2.43,6.29,2.2,1.39,2.07,1.42,1.86,0.36,1.84,5.33,5.89,2.01,6.01,2.24,2.44,2.17,4.19,1.67,4.74,2.66,2.97,1.47,4.53,4.12,3.26,0.14,3.71
October,,,,,,,,,,4.62,4.88,1.6,1.51,3.6,4.16,3.91,3.62,4.62,6.23,3.81,3.68,1.38,4.91,3.46,4.58,5.7,2.55,2.84,6.96,4.31,4.38,4.54,2.51,2.42,4.55,6.15,1.91,1.41,0.92,4.32,1.98,1.61,4.36,2.34,6.78,2.44,2.08,3.51,2.8,3.94,7.79
November,,,,,,,,,,4.07,2.37,2.58,1.19,5.68,2.65,2.01,8.47,3.84,5.07,5.3,5.4,5.39,2.38,3.6,2.74,6.56,3.44,2.38,5.48,4.35,5.45,4.21,1.54,2.33,7.33,0.97,7.72,3.27,1.13,5.27,5.35,9.77,2.61,2.67,8.14,3.14,0.89,2.5,0.86,5.9,6.56
December,,,,,,,,,,5.33,4.21,5.14,5.07,3.38,5.61,5.85,1.24,3.55,2.42,8.91,4.29,2.03,2.06,0.83,6.11,2.83,3.74,3.73,5.09,1.97,3.37,1.84,3.44,2.39,3.81,2.51,3.67,2.87,4.59,5.51,1.77,5.66,2.58,2.03,3.66,5.22,4.4,3.78,5.34,8.5,5.11
Total,,,,,,,,,,37.91,42.51,31.41,41.08,41.85,41.29,39.24,40.71,48.72,43.45,33.18,48.8,42.28,35.68,31.59,35.95,38.93,39.68,37.21,42.65,35.64,31.05,35.71,30.52,35.32,37.62,36.37,44.35,38.35,36.14,32.55,36.77,49.27,28.97,29.08,46.92,29.6,40.12,38.37,41.97,34.28,48.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
