"WEYBRIDGE (ST GEORGE'S COLLEGE)",,,,,,,,,,,,
Grid ref,TQ060653,Long,-0.478396,Lat,51.376868,,,,,,,
Station no,240/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.21,1.84,0.90,1.07,2.47,3.27,1.54,2.16,2.25,2.11,,
February,5.88,0.92,1.19,2.37,1.13,0.21,3.44,2.22,0.05,2.08,,
March,3.35,2.90,0.41,2.04,0.92,0.35,1.11,1.26,2.34,1.31,,
April,2.38,1.12,2.24,0.43,0.24,1.23,0.22,0.93,2.04,0.55,,
May,2.22,2.29,1.44,3.54,3.55,0.95,1.21,2.62,0.68,2.07,,
June,1.06,1.71,1.64,4.29,2.47,1.74,0.76,3.97,1.11,2.10,,
July,1.44,0.54,3.40,2.50,0.32,4.66,2.91,1.87,3.06,2.89,,
August,3.07,3.32,1.77,3.20,1.21,3.94,2.93,2.73,1.75,2.87,,
September,2.41,3.67,1.95,2.31,1.60,2.63,2.35,3.39,0.39,2.22,,
October,0.50,3.31,3.16,1.55,2.45,2.05,1.65,2.44,2.61,6.25,,
November,6.39,3.10,1.10,4.12,0.92,0.48,2.55,2.10,2.50,3.80,,
December,1.91,2.33,0.63,2.37,2.05,2.90,1.70,2.57,3.63,2.35,,
Total,33.82,27.05,19.83,29.79,19.33,24.41,22.37,28.26,22.41,30.60,,
Calc annual,33.82,27.05,19.83,29.79,19.33,24.41,22.37,28.26,22.41,30.60,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
