GREENOCK W.W. (GRYFE RES.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS285713,Long,-4.744914,Lat,55.904164,Elevation,640,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,6.7,8.4,5.4,6.4,3.1,9.9,1.4,4.2,2,7.1,10.5,9.7,4.9,6.6,11.5,6.9,4.8,9,5.1,8.5,8.7,8.3,8.4,7.09,5.85,5.57,5.7,10.13,3.23,6.55,5.71,8.51,14.32,7.75,9.41,6.97,7.25,10.83,10.22,13.6,2.34,9.36,7.33,11.92,8.91,11.63,3.23,7.59,10.17,12.09,6.07,4.58,1.5,11.2,8.68,9.04,4.28,11.63,9.75,10.81,9.27,6.16,7.28,7.29,4.24,8.75,5.55,4.44,9.38,7.73,2.36,5.1
February,,,,,,,,,,4.7,2,2.1,2.6,6.7,12.7,0.7,4,5.8,7.2,4.3,4.4,2.3,2.1,13.5,5.7,5.2,4.8,5.6,4.9,4.2,9.4,11.4,5.77,3.71,7.93,8.83,7.76,1.62,11.32,1.99,9.54,2.9,8.61,7.53,2.08,4.11,8.01,3.83,6,2.56,0.81,6.51,0.04,4.64,1.41,8.76,4.81,7.38,4.39,10.35,3.32,6.82,2.35,7.99,2.7,10.39,4.45,1.87,7.87,8.24,7.27,4.31,2.76,3.91,7.92,4.62,2.1,5.45,4.63,2.14,6.44
March,,,,,,,,,,3.8,5.9,5,1.2,2.6,5.7,5.6,8.5,8.2,3,5.4,0.6,3.4,5.1,12.6,3.6,6.8,5.9,6.1,6.8,2.8,4.7,3,7.75,7.1,7.82,3.77,1.68,3.59,2.81,4.08,6.92,11.23,2.48,3.32,0.91,3.4,9.28,5.91,6.32,1.14,4.81,1.81,2.87,4.55,3.48,2.7,5.15,2.34,8.13,5.34,6.84,3.58,6.07,3.89,1.38,4.79,3.74,5.89,8.06,3.18,4.19,4.56,5.35,2.15,6.1,3.12,3.49,6.54,1.59,4.05,2.99
April,,,,,,,,,,4.5,2.2,2.6,1.8,2.3,3.4,4.2,2.8,4.7,5.5,5.8,4.4,5.2,3.1,2.7,7.5,4.5,1.8,4,2.2,5.4,6.1,5.3,3.33,5.86,4.54,4.69,5.32,2.32,1.24,3.75,2.64,2.19,4.52,4.15,3.96,8.93,2.63,4.62,3.08,1.32,2.46,2.7,6.49,4.07,5.02,4.61,2.39,3.93,1.17,4.44,4.15,3.48,3.7,5.62,4.36,2.85,3.19,10.28,4.75,8.74,4.34,4.23,3.86,3.33,3.57,3.98,1.57,2.56,2.19,3.41,6.93
May,,,,,,,,,,4.1,3.7,3.1,6.1,3.3,4.2,0.2,0.8,3.7,2.6,4.6,5.1,2.2,2.9,4.2,3.4,2.3,6.9,7.8,3.2,4.2,4.2,3.94,2.98,4.86,2.06,1.58,5.52,5.09,3.8,1.35,8.21,4.25,5.22,3.26,5.19,8.38,3.84,4.4,2.43,5.17,2.59,5.99,3.41,4.38,4.52,0.83,3.09,2.39,4.1,1.92,0.96,2.8,4.42,4.18,5.69,6.44,1.83,6.03,2.38,3.48,2.11,2.77,2.65,3.48,4.39,4.24,3.73,2.06,4.04,1.49,3.14
June,,,,,,,,,,1.7,6.7,1.7,5.1,2,3.1,2.4,5.1,7.6,3.9,2.5,4.4,3.8,2.1,3.1,3.7,1.7,1.8,5.7,3.6,4.4,2,4.98,6.18,4.85,1.15,2.16,2.87,4.33,2.33,5.12,2.94,0.69,2.89,1.96,3.28,1.82,4.66,4.86,7.03,3.51,3.54,8.66,2.51,3.51,3.5,4.61,2.16,3.57,8.13,2.46,2.02,1.82,3.37,4.83,6.03,5.16,4.49,4.11,7.44,1.61,2.55,2.52,4.44,1.51,5.3,3.79,3.29,2.4,3.66,4.14,3.41
July,,,,,,,,,,3.1,5.1,2,2.9,4.8,3.2,6,5.8,3.7,2.1,4.9,4,2.6,5,5.8,2.9,4,3.8,3.1,5.3,5.8,4.8,4.21,3.69,1.59,2.29,4.11,3.45,3.29,5.61,1.83,4.91,6.07,3.46,5.81,3.9,2.78,3.21,4.64,4.59,6.69,4.01,5.35,5.07,5.06,3.03,3.09,8.31,4.63,5.5,6.48,4.03,4.9,5.07,3.1,5.99,5.74,4.19,5.96,7.15,2.87,6.8,4.55,4.12,6.57,3.77,1.39,5.45,6.53,7.51,6.82,5.31
August,,,,,,,,,,7.5,4.2,8,9.9,4.5,5.5,8.2,3.2,7.4,8.4,2.1,5.9,6.5,3.8,11.7,6.2,6.9,5.9,8,4.5,3.7,10.9,6.64,6.42,2.1,5.3,3.63,4.47,5.34,5.76,3.99,6.99,7.03,4.57,8.06,4.3,5.85,6.08,6.85,5.84,7.35,6.77,2.15,3.53,4.04,6.65,2.89,3.17,3.91,4.01,2.13,3.83,6.28,7.23,9.63,4.58,2.98,3.34,0.01,9.26,5.62,8.09,5.79,6.71,6.35,5.87,1.68,6.37,6.33,5.91,1.11,4.73
September,,,,,,,,,,2.9,8.8,7.9,10,5.1,0.3,2.9,6.8,5.7,7.6,6.6,6,5.4,5.2,5.5,6.8,4,2.8,2.1,9.9,3.3,2.5,3.35,4.09,3.55,3.42,2.57,2.04,4.42,7.4,5.27,3.97,3.34,4.41,11.82,7.8,4.28,4.79,10.14,5.06,2.16,5.39,2.44,6.54,1.05,8.61,9.33,5.39,4.95,6.63,3.18,6.13,2.44,7.98,5.94,7.35,7.54,9.77,6.76,8.91,3.02,12.79,5.96,5.67,9.09,8.91,5.69,5.48,4.58,6.54,1.71,3.67
October,,,,,,,,,,5.6,6.1,7.6,4.5,9.4,5,5.4,5.3,4.8,4.6,6.5,10,6.1,4,12.3,3.9,4.9,8.7,7.3,2.5,9.9,4.2,5.65,8.45,4.43,3.31,4.36,10.37,12.31,10.04,1.16,3.88,6.94,3.79,11.03,4.63,6.8,8.7,7.47,12.38,9.54,11.58,6.58,8.98,4.12,11.34,14.79,7.74,3.66,14.83,4.49,9.09,8.34,9.99,13.21,8.61,8.73,0.64,3.8,10.4,8.91,7.46,1.92,8.14,5.51,12.62,5.56,3.46,6.38,6.55,7.24,3.51
